SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1601060847,0,20200925 14:07:26,14:07:26,1601060839,0.011815164,10.43640309,393.9046129,362.5045828,36.02767948,39.14838547,0.862335841,2.999317451,0.744729386,0.474679555,193.7321284,26.53682151,26.53682151,3.482941966,50.11625384,1.949278804,3.889514189,1.533663162,-521.0487215,305.0530205,22.05542875,-0.208143858,0,0,1,0,52252.41135,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.173676,10.43640309,#DIV/0!,#DIV/0!,0.010341533,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1888,300,300,300,8250.73,386.38,-0.00582804,-0.89,1199.989355,1009.173676,0.840985524,0.191971048,2,0.5,0: Broadleaf,2,1601060839,393.9046129,399.9406452,19.61332258,14.98006452,396.221,17.81007419,500.0122581,99.28545161,0.099993968,28.42336774,26.07423548,999.9,0,0,10000.19613,0,0.00191117,1199.989355,0.967009677,0.032990377,0,287.9057742,5.00098,3565.874839,11805.63548,42.81809677,45.125,44.19532258,44.375,44.99593548,1155.56871,39.42064516,0,196.7,0,287.7984231,-19.32659827,-231.1203416,3564.508846,15,0,--:--:--,1596478489,1596478492,0,-0.412,0.159,-2.313,1.552,394,16,0.5,0.19,-5.996188537,-1.238753937,0.133647714,0,288.8979143,-19.90252838,2.015662661,0,4.628784878,0.03330899,0.011300234,1,1,3,03-Jan,100,100,-2.317,1.8016,-1.653414678,-0.001811413,4.19E-07,-1.80E-10,-0.292942789,0.083250286,0.002618494,-3.84E-05,6,2051,1,23,76372.6,76372.6,2,509.529,515.205,25.8209,27.5562,30.0002,27.4359,27.3917,20.7198,30.0545,22.1275,25.8199,400,14.9214,102.404,100.853
2,1601060967,120.5,20200925 14:09:27,14:09:27,1601060959,0.011840766,14.93344466,392.1600667,351.5096293,34.93589801,38.9760705,0.864347225,3.000163339,0.746259951,0.47567149,193.7338202,26.50340504,26.50340504,3.476088434,50.01120347,1.942099793,3.88332945,1.533988641,-522.1777804,306.1152485,22.11927488,-0.209436833,0,0,1,0,52282.86818,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.182363,14.93344466,#DIV/0!,#DIV/0!,0.014797568,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1888,300,300,300,8250.73,386.38,-0.00582804,-0.89,1199.999667,1009.182363,0.840985536,0.191971072,2,0.5,0: Broadleaf,2,1601060959,392.1600667,399.9906667,19.54055333,14.89689667,394.4738667,17.74623333,500.0107333,99.28820667,0.099961107,28.39598667,26.07394,999.9,0,0,10005.03667,0,0.00191117,1199.999667,0.967008,0.03299195,0,264.7302,5.00098,3287.331667,11805.74,42.8414,45.12913333,44.20596667,44.40806667,45.0124,1155.574333,39.42133333,0,317.3,0,264.68708,-4.673000002,-54.94538471,3286.9104,15,0,--:--:--,1596478489,1596478492,0,-0.412,0.159,-2.313,1.552,394,16,0.5,0.19,-7.826902683,-0.10737324,0.044248203,1,265.0297429,-5.026074364,0.534481449,0,4.644480488,-0.025409268,0.003431269,1,2,3,03-Feb,100,100,-2.313,1.7943,-1.653414678,-0.001811413,4.19E-07,-1.80E-10,-0.292942789,0.083250286,0.002618494,-3.84E-05,6,2051,1,23,76374.6,76374.6,2,509.559,514.381,25.4979,27.5994,30.0003,27.4638,27.4171,20.7333,30.0366,21.3855,25.4453,400,14.9256,102.399,100.847
3,1601061088,241,20200925 14:11:27,14:11:27,1601061080,0.01178412,12.42093449,293.6125,260.8422153,25.92462678,29.18160495,0.870671249,2.99930632,0.750947813,0.47872074,193.7344495,26.39001486,26.39001486,3.452920435,50.21283967,1.935567773,3.854726771,1.517352662,-519.679693,303.8066326,21.93237148,-0.206239476,0,0,1,0,52278.9303,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.18597,12.42093449,#DIV/0!,#DIV/0!,0.012307875,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1888,300,300,300,8250.73,386.38,-0.00582804,-0.89,1200.004,1009.18597,0.840985505,0.19197101,2,0.5,0: Broadleaf,2,1601061080,293.6125,299.9646667,19.47483333,14.85312333,295.7696,17.68858,500.0152,99.28817333,0.099982653,28.26886,26.04128667,999.9,0,0,9999.854667,0,0.00191117,1200.004,0.9670096,0.03299045,0,258.3855667,5.00098,3210.700667,11805.77,42.87913333,45.18286667,44.22893333,44.458,45.05373333,1155.583,39.42033333,0,437.9000001,0,258.3677308,-2.026358974,-21.04615382,3210.561538,15,0,--:--:--,1596478489,1596478492,0,-0.412,0.159,-2.313,1.552,394,16,0.5,0.19,-6.351559512,0.204390105,0.057299079,1,258.4700294,-1.757928994,0.271318403,0,4.620372683,0.058135819,0.007789905,1,2,3,03-Feb,100,100,-2.157,1.7847,-1.653414678,-0.001811413,4.19E-07,-1.80E-10,-0.292942789,0.083250286,0.002618494,-3.84E-05,6,2051,1,23,76376.6,76376.6,2,509.676,513.665,25.4791,27.6135,30.0001,27.4801,27.4328,16.4306,30.0366,20.2636,25.4463,300,14.8456,102.393,100.836
4,1601061207,360.5999999,20200925 14:13:27,14:13:27,1601061199,0.011662985,7.613749538,196.0382581,175.4554154,17.43855001,19.484283,0.863360289,2.998342838,0.745461818,0.475158474,193.730705,26.30732872,26.30732872,3.436111039,50.21642152,1.923042759,3.829509751,1.513068281,-514.3376416,298.8471787,21.56020504,-0.19955278,0,0,1,0,52269.31865,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.166099,7.613749538,#DIV/0!,#DIV/0!,0.007544595,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1888,300,300,300,8250.73,386.38,-0.00582804,-0.89,1199.980323,1009.166099,0.84098554,0.191971079,2,0.5,0: Broadleaf,2,1601061199,196.0382581,199.9981935,19.3484129,14.77362258,198.0352903,17.57765484,500.0152581,99.29016129,0.100045448,28.15609677,26.01419677,999.9,0,0,9993.828065,0,0.00191117,1199.980323,0.967008387,0.032991587,0,256.8762258,5.00098,3191.851613,11805.52903,42.897,45.187,44.274,44.49187097,45.06403226,1155.559355,39.42096774,0,557.3,0,256.8622,-0.814384609,-16.43307697,3191.776,15,0,--:--:--,1596478489,1596478492,0,-0.412,0.159,-2.313,1.552,394,16,0.5,0.19,-3.96090075,-0.117560488,0.037706529,1,256.9273714,-0.894857143,0.186868645,1,4.57801525,-0.049284991,0.006067336,1,3,3,03-Mar,100,100,-1.997,1.7707,-1.653414678,-0.001811413,4.19E-07,-1.80E-10,-0.292942789,0.083250286,0.002618494,-3.84E-05,6,2051,1,23,76378.6,76378.6,2,509.498,513.058,25.4323,27.6135,30.0002,27.4871,27.4426,11.929,30.3352,19.5193,25.4249,200,14.7432,102.391,100.829
5,1601061286,439.5999999,20200925 14:14:46,14:14:46,1601061278,0.011632037,2.193647253,98.67740323,91.71943213,9.115983429,9.807535347,0.861824672,2.998691843,0.744326543,0.474419726,193.7327977,26.2514409,26.2514409,3.424790028,50.14762667,1.913275405,3.81528605,1.511514624,-512.972818,297.5882369,21.45403497,-0.197748373,0,0,1,0,52290.99313,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.177199,2.193647253,#DIV/0!,#DIV/0!,0.002173699,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1888,300,300,300,8250.73,386.38,-0.00582804,-0.89,1199.993548,1009.177199,0.840985521,0.191971041,2,0.5,0: Broadleaf,2,1601061278,98.67740323,100.0139581,19.25020323,14.68706452,100.5086774,17.49147419,500.011871,99.28989677,0.099984055,28.09220645,26.00225806,999.9,0,0,9995.964839,0,0.00191117,1199.993548,0.967009161,0.032990861,0,260.8016774,5.00098,3237.783548,11805.68065,42.927,45.2256129,44.292,44.508,45.07419355,1155.572903,39.42064516,0,636.5,0,260.81224,-1.078846153,-13.07230768,3237.576,15,0,--:--:--,1596478489,1596478492,0,-0.412,0.159,-2.313,1.552,394,16,0.5,0.19,-1.3202085,-0.166724128,0.044898839,1,260.8714848,-0.975563568,0.214470189,1,4.5667215,-0.077329306,0.007583615,1,3,3,03-Mar,100,100,-1.831,1.758,-1.653414678,-0.001811413,4.19E-07,-1.80E-10,-0.292942789,0.083250286,0.002618494,-3.84E-05,6,2051,1,23,76380,76379.9,2,509.427,512.351,25.4541,27.6157,30,27.4917,27.4495,7.28045,30.6225,18.7724,25.4441,100,14.6763,102.386,100.827
6,1601061354,507.5999999,20200925 14:15:54,14:15:54,1601061346,0.011560023,-1.043360431,50.16932258,51.14164151,5.08314137,4.986499291,0.854338921,3.000453014,0.738785452,0.470814557,193.7353022,26.24259123,26.24259123,3.423000371,50.13021997,1.909478251,3.809036251,1.513522119,-509.7970053,294.642811,21.2252943,-0.193597764,0,0,1,0,52349.41907,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.190467,-1.043360431,#DIV/0!,#DIV/0!,-0.001033859,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1888,300,300,300,8250.73,386.38,-0.00582804,-0.89,1200.009355,1009.190467,0.8409855,0.191970999,2,0.5,0: Broadleaf,2,1601061346,50.16932258,49.98396452,19.21131935,14.67620968,51.91567097,17.45735484,500.0072903,99.29348065,0.099914258,28.06406774,26.01160645,999.9,0,0,10006.25839,0,0.00191117,1200.009355,0.967009935,0.032990135,0,264.2095161,5.00098,3276.187097,11805.82903,42.94919355,45.25,44.32019355,44.536,45.12093548,1155.589032,39.42032258,0,704.3,0,264.2109615,-0.806256424,2.107692303,3276.152692,15,0,--:--:--,1596478489,1596478492,0,-0.412,0.159,-2.313,1.552,394,16,0.5,0.19,0.213537975,-0.420840394,0.061172675,1,264.1848,0.094966732,0.161343786,1,4.5359995,-0.015053358,0.004658147,1,3,3,03-Mar,100,100,-1.746,1.7532,-1.653414678,-0.001811413,4.19E-07,-1.80E-10,-0.292942789,0.083250286,0.002618494,-3.84E-05,6,2051,1,23,76381.1,76381,2,509.358,511.788,25.3159,27.6158,30.0002,27.4964,27.4542,4.96332,30.6225,18.0224,25.3133,50,14.6908,102.384,100.824
7,1601061475,628.0999999,20200925 14:17:54,14:17:54,1601061467,0.011420586,17.62949012,391.1825,343.7439184,34.16690976,38.88213424,0.832419282,2.998950957,0.722265049,0.460092491,193.7345044,26.27214019,26.27214019,3.428979211,49.88113633,1.899432169,3.807916798,1.529547042,-503.6478273,288.9022732,20.82472759,-0.186322031,0,0,1,0,52304.75956,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.185999,17.62949012,#DIV/0!,#DIV/0!,0.01746902,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1888,300,300,300,8250.73,386.38,-0.00582804,-0.89,1200.004,1009.185999,0.840985529,0.191971058,2,0.5,0: Broadleaf,2,1601061467,391.1825,400.021,19.10966667,14.62888667,393.4948,17.36815333,500.0175,99.29638667,0.100018437,28.05902333,25.99710667,999.9,0,0,9996.878333,0,0.00191117,1200.004,0.9670093,0.032990763,0,257.7248333,5.00098,3204.892667,11805.77,42.9853,45.2872,44.38103333,44.562,45.1208,1155.582667,39.42133333,0,824.9000001,0,257.77648,1.667076928,16.88384615,3205.0044,15,0,--:--:--,1596478489,1596478492,0,-0.412,0.159,-2.313,1.552,394,16,0.5,0.19,-8.82723775,-0.113993358,0.029935355,1,257.6706364,1.572758775,0.248374817,0,4.483342,-0.065881351,0.00680865,1,2,3,03-Feb,100,100,-2.313,1.7406,-1.653414678,-0.001811413,4.19E-07,-1.80E-10,-0.292942789,0.083250286,0.002618494,-3.84E-05,6,2051,1,23,76383.1,76383,2,509.426,512.086,25.519,27.6229,30.0001,27.5058,27.464,20.7712,30.6225,17.2764,25.5197,400,14.6983,102.383,100.82
8,1601061535,688.5999999,20200925 14:18:55,14:18:55,1601061527,0.011293968,17.74327335,391.1345,342.8797811,34.08179205,38.87824663,0.819177188,2.998787875,0.71225505,0.453597924,193.7326394,26.29688675,26.29688675,3.433993364,49.92148964,1.90015588,3.806288422,1.533837484,-498.0639984,283.699108,20.45255631,-0.179694646,0,0,1,0,52301.13427,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.176449,17.74327335,#DIV/0!,#DIV/0!,0.017581934,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1888,300,300,300,8250.73,386.38,-0.00582804,-0.89,1199.992667,1009.176449,0.840985514,0.191971027,2,0.5,0: Broadleaf,2,1601061527,391.1345,399.9985667,19.11651333,14.6854,393.4465333,17.37416333,500.0128,99.29866,0.100003713,28.05168333,26.01549333,999.9,0,0,9995.663333,0,0.00191117,1199.992667,0.967009867,0.0329902,0,258.1062333,5.00098,3209.167,11805.69,42.9958,45.312,44.37486667,44.562,45.125,1155.572333,39.42033333,0,885.5,0,258.1086154,0.003623929,-0.491623955,3209.167692,15,0,--:--:--,1596478489,1596478492,0,-0.412,0.159,-2.313,1.552,394,16,0.5,0.19,-8.86643975,0.031549081,0.028554114,1,258.1325152,-0.098383232,0.1531939,1,4.43137925,-0.016412871,0.002664634,1,3,3,03-Mar,100,100,-2.312,1.7419,-1.653414678,-0.001811413,4.19E-07,-1.80E-10,-0.292942789,0.083250286,0.002618494,-3.84E-05,6,2051,1,23,76384.1,76384.1,2,509.26,512.108,25.3206,27.6252,30.0003,27.5104,27.4681,20.774,30.0695,16.9062,25.3111,400,14.721,102.379,100.816
9,1601061610,763.5999999,20200925 14:20:10,14:20:10,1601061602,0.011133565,24.94839019,587.4141613,517.6961836,51.4605497,58.3907253,0.803887521,2.999640544,0.700676915,0.446087227,193.7356445,26.30737881,26.30737881,3.4361212,49.98113165,1.899021698,3.799477194,1.537099501,-490.9902356,277.1132036,19.97005587,-0.171331628,0,0,1,0,52332.45103,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.192354,24.94839019,#DIV/0!,#DIV/0!,0.024721145,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1888,300,300,300,8250.73,386.38,-0.00582804,-0.89,1200.011613,1009.192354,0.84098549,0.191970979,2,0.5,0: Broadleaf,2,1601061602,587.4141613,600.0092581,19.10427097,14.73601613,590.0272903,17.36342903,500.0105161,99.30299355,0.099998661,28.02095161,26.01738387,999.9,0,0,10000.38387,0,0.00191117,1200.011613,0.96701071,0.03298941,0,272.3065484,5.00098,3380.666129,11805.86129,42.99187097,45.31606452,44.395,44.58232258,45.137,1155.591613,39.42,0,960.5,0,272.29188,-0.090230761,9.656153825,3380.802,15,0,--:--:--,1596478489,1596478492,0,-0.412,0.159,-2.313,1.552,394,16,0.5,0.19,-12.6138475,0.320070169,0.058038155,1,272.2502121,0.778889699,0.184233343,1,4.3674195,-0.01796015,0.006895091,1,3,3,03-Mar,100,100,-2.613,1.7395,-1.653414678,-0.001811413,4.19E-07,-1.80E-10,-0.292942789,0.083250286,0.002618494,-3.84E-05,6,2051,1,23,76385.4,76385.3,2,509.367,512.153,25.309,27.6299,30.0002,27.5151,27.4727,28.9398,29.7927,16.1619,25.2967,600,14.7743,102.382,100.813
10,1601061706,859.5999999,20200925 14:21:46,14:21:46,1601061698,0.010801449,27.25392765,785.7185806,703.7728945,69.96084143,78.1069198,0.77291278,3.000092907,0.677009571,0.430751911,193.7331072,26.33392179,26.33392179,3.441509373,50.12569958,1.898081183,3.786642779,1.54342819,-476.3439118,263.4746659,18.98133427,-0.154804468,0,0,1,0,52356.3969,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.178825,27.25392765,#DIV/0!,#DIV/0!,0.027006044,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1888,300,300,300,8250.73,386.38,-0.00582804,-0.89,1199.995484,1009.178825,0.840985519,0.191971039,2,0.5,0: Broadleaf,2,1601061698,785.7185806,800.015,19.09379677,14.8556871,788.6280323,17.35421935,499.9969032,99.30834516,0.099918468,27.9629129,26.01418387,999.9,0,0,10002.58161,0,0.00191117,1199.995484,0.967009161,0.032990861,0,277.4875806,5.00098,3443.611613,11805.69677,43.02,45.375,44.425,44.61680645,45.161,1155.574516,39.42064516,0,1056.5,0,277.45968,-0.982615379,-11.14076925,3443.4556,15,0,--:--:--,1596478489,1596478492,0,-0.412,0.159,-2.313,1.552,394,16,0.5,0.19,-14.292465,0.078227392,0.049097162,1,277.5043636,-0.849016246,0.180625985,1,4.2403795,-0.05830334,0.005892637,1,3,3,03-Mar,100,100,-2.909,1.7386,-1.653414678,-0.001811413,4.19E-07,-1.80E-10,-0.292942789,0.083250286,0.002618494,-3.84E-05,6,2051,1,23,76387,76386.9,2,509.495,512.371,25.0957,27.6346,30.0001,27.5221,27.4799,36.6733,29.1716,15.789,25.0932,800,14.8884,102.377,100.808
11,1601061802,955.5999999,20200925 14:23:22,14:23:22,1601061794,0.010444438,28.12048169,984.5892258,892.8679304,88.76186403,97.88006939,0.738386132,2.999105103,0.650314144,0.413480577,193.7355269,26.33208312,26.33208312,3.441135889,50.10946111,1.887306717,3.766368017,1.553829172,-460.5997189,248.8041948,17.92191807,-0.138079095,0,0,1,0,52342.48544,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.191561,28.12048169,#DIV/0!,#DIV/0!,0.027864365,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1888,300,300,300,8250.73,386.38,-0.00582804,-0.89,1200.010645,1009.191561,0.840985507,0.191971014,2,0.5,0: Broadleaf,2,1601061794,984.5892258,999.9501935,18.98468065,14.88638387,987.7960645,17.25845806,500.0200968,99.31203226,0.100054355,27.87087742,26.02038387,999.9,0,0,9996.235484,0,0.00191117,1200.010645,0.967009677,0.032990377,0,277.2259677,5.00098,3442.425806,11805.85484,43.022,45.375,44.41712903,44.635,45.179,1155.589677,39.42064516,0,1152.5,0,277.19276,-0.69784616,-9.951538457,3442.264,15,0,--:--:--,1596478489,1596478492,0,-0.412,0.159,-2.313,1.552,394,16,0.5,0.19,-15.37332,0.191090432,0.081681216,1,277.2635152,-0.717233929,0.181146537,1,4.09934925,-0.018190356,0.004234616,1,3,3,03-Mar,100,100,-3.207,1.7243,-1.653414678,-0.001811413,4.19E-07,-1.80E-10,-0.292942789,0.083250286,0.002618494,-3.84E-05,6,2051,1,23,76388.6,76388.5,2,509.382,512.732,24.8419,27.6416,30.0001,27.5291,27.4866,44.0767,28.8866,15.0417,24.8214,1000,14.924,102.376,100.808
12,1601061923,1076.1,20200925 14:25:22,14:25:22,1601061915,0.009878695,28.42710824,1183.953,1081.742953,107.5394351,117.7004541,0.687233363,2.99960194,0.610274112,0.387615203,193.7377315,26.32147776,26.32147776,3.438982342,50.17349072,1.872742908,3.732534614,1.566239434,-435.6504531,225.5673484,16.23199933,-0.113373819,0,0,1,0,52384.5092,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.203321,28.42710824,#DIV/0!,#DIV/0!,0.02816787,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1888,300,300,300,8250.73,386.38,-0.00582804,-0.89,1200.024667,1009.203321,0.840985481,0.191970961,2,0.5,0: Broadleaf,2,1601061915,1183.953,1200.002,18.83798667,14.96099667,1187.466667,17.12969333,500.0064667,99.31314333,0.09997025,27.71632667,26.01676333,999.9,0,0,9999.128333,0,0.00191117,1200.024667,0.967010133,0.03298995,0,275.0198,5.00098,3416.610667,11805.98,43.05373333,45.375,44.46636667,44.6498,45.17046667,1155.602667,39.42,0,1273.1,0,275.0375385,0.133470081,-7.196581191,3416.558462,15,0,--:--:--,1596478489,1596478492,0,-0.412,0.159,-2.313,1.552,394,16,0.5,0.19,-16.0447175,0.071039775,0.078354747,1,275.0490303,-0.284927744,0.179180709,1,3.88250725,-0.113508405,0.011197829,0,2,3,03-Feb,100,100,-3.52,1.707,-1.653414678,-0.001811413,4.19E-07,-1.80E-10,-0.292942789,0.083250286,0.002618494,-3.84E-05,6,2051,1,23,76390.6,76390.5,2,509.135,512.889,24.4327,27.6464,30.0002,27.5338,27.4913,51.1992,28.6124,14.6717,24.4189,1200,14.953,102.375,100.805
13,1601062014,1167.6,20200925 14:26:54,14:26:54,1601062006,0.009526182,28.63907426,1482.939667,1368.442748,136.0382594,147.4205124,0.650388575,2.999473015,0.581012946,0.36874763,193.7367939,26.35712204,26.35712204,3.446225021,49.98383598,1.859798847,3.720800555,1.586426174,-420.1046075,211.0798199,15.18872297,-0.099270784,0,0,1,0,52389.93314,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.19804,28.63907426,#DIV/0!,#DIV/0!,0.028378052,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1888,300,300,300,8250.73,386.38,-0.00582804,-0.89,1200.018333,1009.19804,0.840985518,0.191971037,2,0.5,0: Broadleaf,2,1601062006,1482.939667,1500.045667,18.70818,14.96906667,1486.950667,17.01573,500.0096667,99.31102,0.099978113,27.66244,26.04879333,999.9,0,0,9998.562333,0,0.00191117,1200.018333,0.967009067,0.03299095,0,272.3748333,5.00098,3385.708667,11805.93,43.062,45.39153333,44.44966667,44.63326667,45.1746,1155.596,39.42133333,0,1364.3,0,272.3593846,-0.672683754,-13.46222222,3385.633462,15,0,--:--:--,1596478489,1596478492,0,-0.412,0.159,-2.313,1.552,394,16,0.5,0.19,-17.07716,-0.439035647,0.146309118,1,272.4419429,-0.81334638,0.191534845,1,3.74270925,-0.075913959,0.007558503,1,3,3,03-Mar,100,100,-4.01,1.6911,-1.653414678,-0.001811413,4.19E-07,-1.80E-10,-0.292942789,0.083250286,0.002618494,-3.84E-05,6,2051,1,23,76392.1,76392,2,509.076,513.34,24.6674,27.6487,30.0001,27.5361,27.4959,61.4324,28.6124,13.9316,24.6323,1500,14.9806,102.374,100.802
