SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1581885753,120.5,"20200216 14:42:33",14:42:33,1581885745,0.0025949923231557465,11.870674529093629,394.841032258064,287.08496617913795,29.019145851505897,39.91135326851726,0.19450635594078805,3.423037107419497,0.18856826033880228,0.1183735761586109,193.73541851548623,26.454485192451614,26.0493838709677,3.3841313098394163,59.993545558707,2.0303405514878055,3.384264978140032,1.353790758351611,-114.43916145116842,0.12322695078642663,0.00769547609312024,79.42717949119736,-0.0418054152919972,0.0469302410207931,3.4963982865459,0,0,1,0,53479.309919647356,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1856589322118,11.870674529093629,#DIV/0!,#DIV/0!,0.011762627048875846,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1230,300,300,300,7145.9,308.663,-0.00505784,0.621155,1200.00290322581,1009.1856589322118,0.8409860144665906,0.19197202893318133,2,0.5,"0: Broadleaf",1581885745,394.841032258064,399.998838709677,20.0860580645161,19.0689709677419,500.029774193548,100.882064516129,0.20001664516129,26.0500516129032,26.0493838709677,999.9,0,0,9993.43064516129,0,0.00152894,1200.00290322581,0.966996870967742,0.0330032774193548,0,302.898741935484,4.99912,4233.51806451613,8874.5864516129,42.3345161290323,44.437064516129,43.7397096774193,43.9675161290323,44.0098387096774,1155.56225806452,39.4406451612903,0,588,302.864807692308,-2.28023932171614,-26.1223931760864,4233.21923076923,15,0,--:--:--,0,0,0,0,0,0,0,-5.15230195121951,-0.122288571428569,0.0180219183921747,1,302.907,0,0,0,1.01650658536585,0.00379777003484398,0.00168721535594803,1,2,3,2/3,100,100,0,0,2,507.35,523.159,21.7895,27.8989,30.0001,27.878,27.8414,20.0954,22.4507,51.0517,21.7508,400,19.1414,100.973,100.566
3,1581885873.5,241,"20200216 14:44:33",14:44:33,1581885865.5,0.0026160222378673608,8.46262440302862,296.286225806452,219.94111465484983,22.231383663274435,29.9482557882979,0.19672528979513262,3.4265276818778427,0.1906591941956657,0.11969142969880658,193.73229325097725,26.302696844615006,25.9875,3.3717634200668765,60.26421563133601,2.0218707336582633,3.3550104526822,1.3498926864086132,-115.36658068995061,-15.54362055062689,-0.9686902073581416,61.8534018030416,-0.0418597052663335,0.0469911862730486,3.49998413039708,0,0,1,0,53572.126949797545,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1693815128565,8.46262440302862,#DIV/0!,#DIV/0!,0.008385732423175791,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1230,300,300,300,7145.9,308.663,-0.00505784,0.621155,1199.9835483871,1009.1693815128565,0.8409860142410143,0.19197202848202857,2,0.5,"0: Broadleaf",1581885865.5,296.286225806452,299.981032258065,20.0029161290323,18.9775161290323,500.037870967742,100.878774193548,0.200024548387097,25.9033580645161,25.9875,999.9,0,0,10006.7348387097,0,0.00152894,1199.9835483871,0.966995290322581,0.0330049258064516,0,302.688774193548,4.99912,4229.21806451613,8874.43774193548,42.1328709677419,44.3607741935484,43.4896774193548,43.790064516129,43.8021612903226,1155.5435483871,39.44,0,708,302.683192307692,-1.80167521651012,-16.6160683758561,4229.14692307692,15,0,--:--:--,0,0,0,0,0,0,0,-3.69893487804878,0.00433108013938585,0.0362952946034466,1,302.368,0,0,0,1.02389463414634,0.0742197909407667,0.00992579838837355,1,2,3,2/3,100,100,0,0,2,506.748,523.048,22.0773,27.8522,29.9998,27.8526,27.8157,15.9987,22.7323,50.3109,22.0913,300,18.9045,100.98,100.58
4,1581885994,361.5,"20200216 14:46:34",14:46:34,1581885986,0.002663304529625074,4.72005902858977,197.893677419355,154.94532509150602,15.661193275263484,20.002224192222897,0.19866758895503822,3.425818112869463,0.19248190773701956,0.12084090783692905,193.73622703404632,26.28585564904092,25.9892096774194,3.3721045790909843,59.95657573217251,2.0107975364480026,3.3537564677313867,1.3613070426429816,-117.45172975646575,-17.022113890374246,-1.0610262527628065,58.20135713444351,-0.041848667063445,0.0469787949233066,3.49925519127663,0,0,1,0,53559.64322446663,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.189742803184,4.72005902858977,#DIV/0!,#DIV/0!,0.004677077885749274,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1230,300,300,300,7145.9,308.663,-0.00505784,0.621155,1200.00774193548,1009.189742803184,0.8409860266196886,0.1919720532393773,2,0.5,"0: Broadleaf",1581885986,197.893677419355,199.992451612903,19.8939935483871,18.8499,500.01664516129,100.875677419355,0.199932741935484,25.8970451612903,25.9892096774194,999.9,0,0,10004.4032258064,0,0.00152894,1200.00774193548,0.966993935483871,0.0330063387096774,0,304.759451612903,4.99912,4253.84096774193,8874.61580645161,42.0501290322581,44.298,43.4312258064516,43.6871612903226,43.6892903225806,1155.5664516129,39.4412903225807,0,828.599999904633,304.748692307692,-0.573333330864355,-16.9541880553829,4253.67884615385,15,0,--:--:--,0,0,0,0,0,0,0,-2.09281951219512,-0.0340691289198663,0.0257189152135553,1,304.733,0,0,0,1.04423195121951,-0.00465595818815263,0.000968711035753813,1,2,3,2/3,100,100,0,0,2,504.969,522.524,22.3219,27.7679,29.9999,27.7956,27.7615,11.7221,23.0082,49.9379,22.3296,200,18.8835,100.99,100.588
5,1581886114.5,482,"20200216 14:48:34",14:48:34,1581886106.5,0.0026602874812201066,0.9705034027409671,99.4844290322581,89.3753842495625,9.03374603837787,10.055532339206087,0.19868859190348018,3.426055180285925,0.19250203841052108,0.1208535650491787,193.73177841854456,26.263990908691536,26.0010903225806,3.3744761452615193,60.15860886161543,2.0148865312222237,3.3492904329904385,1.3595896140392956,-117.3186779218067,-23.373585628378923,-1.45674921858678,51.582765649772156,-0.0418523548165148,0.0469829347491923,3.4994987300536,0,0,1,0,53568.21949360511,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1666718354408,0.9705034027409671,#DIV/0!,#DIV/0!,0.0009616879251232563,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1230,300,300,300,7145.9,308.663,-0.00505784,0.621155,1199.98032258065,1009.1666718354408,0.8409860168916355,0.19197203378327118,2,0.5,"0: Broadleaf",1581886106.5,99.4844290322581,99.978464516129,19.9342838709677,18.8914419354839,500.029096774194,100.876483870968,0.199960322580645,25.8745451612903,26.0010903225806,999.9,0,0,10005.2048387097,0,0.00152894,1199.98032258065,0.966992580645161,0.0330077516129032,0,307.936677419355,4.99912,4293.89419354839,8874.42290322581,42.0966129032258,44.2439032258065,43.4856129032258,43.7134838709677,43.7457741935484,1155.54032258065,39.44,0,949.200000047684,307.937884615385,-1.13076923338232,-15.7435897382621,4293.74461538462,15,0,--:--:--,0,0,0,0,0,0,0,-0.510770658536585,0.128060487804883,0.0430213319382032,1,307.894,0,0,0,1.04192048780488,0.0192474564459931,0.00211339854750186,1,2,3,2/3,100,100,0,0,2,505.803,522.537,22.1784,27.6863,29.9999,27.7282,27.6961,7.2967,22.4591,49.5669,22.1781,100,18.9115,100.997,100.603
6,1581886235,602.5,"20200216 14:50:35",14:50:35,1581886227,0.002738137243212235,-0.6830444156092522,50.2104290322581,54.53360763905752,5.5118196918269255,5.074867470841354,0.20540295435278697,3.4266277504978855,0.198799751658347,0.12482543303981289,193.73426774917704,26.229889960130986,25.9937903225806,3.3730187763991557,60.31208216477771,2.0180461865607686,3.346006495095453,1.354972589838387,-120.75185242565956,-25.088388895134493,-1.563175198240694,46.330851230142294,-0.0418612620391364,0.0469929338869006,3.50008693088063,0,0,1,0,53582.02372148022,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1796879644625,-0.6830444156092522,#DIV/0!,#DIV/0!,-0.0006768313153299466,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1230,300,300,300,7145.9,308.663,-0.00505784,0.621155,1199.99580645161,1009.1796879644625,0.8409860122333335,0.1919720244666669,2,0.5,"0: Broadleaf",1581886227,50.2104290322581,49.9922129032258,19.9664258064516,18.8930806451613,500.019290322581,100.872,0.199979838709677,25.8579838709677,25.9937903225806,999.9,0,0,10007.7790322581,0,0.00152894,1199.99580645161,0.966991903225806,0.0330084580645161,0,309.125419354839,4.99912,4307.43225806452,8874.52870967742,42.1810967741935,44.187,43.4936774193548,43.7093225806451,43.792,1155.55548387097,39.4403225806452,0,1069.79999995232,309.120884615385,-0.726188031122838,-10.8191452642616,4307.35923076923,15,0,--:--:--,0,0,0,0,0,0,0,0.214950414634146,-0.0767998745644792,0.0281772592887101,1,309.167,0,0,0,1.07641902439024,-0.049205017421601,0.00540152182931588,1,2,3,2/3,100,100,0,0,2,503.373,522.012,22.2303,27.6168,29.9999,27.6641,27.634,5.1172,22.4664,49.1946,22.2318,50,18.8379,101.007,100.613
7,1581886355.5,723,"20200216 14:52:35",14:52:35,1581886347.5,0.0028276577892238563,12.481096455091347,394.57835483871,290.04091315948205,29.31557027573833,39.88157865231594,0.21188574486773662,3.4263946279257333,0.20486635685421184,0.1286527653820289,193.73337893242422,26.26445322668571,25.9856483870968,3.3713939724109405,59.981334515265296,2.0134885475502946,3.3568585357797605,1.357905424860646,-124.69970850477206,-13.483048814649688,-0.8403378467092785,54.71028376629319,-0.0418576353713558,0.0469888626346033,3.49984744414195,0,0,1,0,53567.81445929163,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1741002763991,12.481096455091347,#DIV/0!,#DIV/0!,0.012367634535679168,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1230,300,300,300,7145.9,308.663,-0.00505784,0.621155,1199.98903225806,1009.1741002763991,0.8409861033291297,0.19197220665825973,2,0.5,"0: Broadleaf",1581886347.5,394.57835483871,400.016806451613,19.9209516129032,18.8124774193548,500.025741935484,100.873935483871,0.199978387096774,25.9126580645161,25.9856483870968,999.9,0,0,10006.72,0,0.00152894,1199.98903225806,0.966991677419355,0.0330086935483871,0,291.922258064516,4.99912,4079.30419354839,8874.47612903226,42.0844838709677,44.139,43.400935483871,43.662935483871,43.7315483870968,1155.54903225806,39.4438709677419,0,1190.39999985695,291.913923076923,-0.311316234725455,-11.6984615158925,4079.19153846154,15,0,--:--:--,0,0,0,0,0,0,0,-5.43991048780488,-0.128318466898938,0.0296907639372361,1,291.952,0,0,0,1.10774756097561,0.0279508013937272,0.00334030287840081,1,2,3,2/3,100,100,0,0,2,504.592,523.055,22.4258,27.5597,29.9998,27.6073,27.577,20.1206,22.4602,48.4523,22.4354,400,18.8422,101.011,100.625
8,1581886476,843.5,"20200216 14:54:36",14:54:36,1581886468,0.0029790224903902753,12.737059220609119,394.448612903226,292.8628653849026,29.60120781600153,39.86901974730134,0.22344690055592903,3.424615375854293,0.2156518735284407,0.1354601184973207,193.73417551729332,26.26043235568522,26.0010870967742,3.3744755011414784,59.933655732080595,2.015445792106573,3.3627946893747853,1.3590297090349055,-131.37489182621113,-10.816810543763182,-0.674666712987869,50.86780643433116,-0.0418299594365524,0.0469577939732415,3.49801962565402,0,0,1,0,53528.53201980675,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1767168118588,12.737059220609119,#DIV/0!,#DIV/0!,0.012621237696453607,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1230,300,300,300,7145.9,308.663,-0.00505784,0.621155,1199.99193548387,1009.1767168118588,0.840986249132525,0.19197249826504992,2,0.5,"0: Broadleaf",1581886468,394.448612903226,400.013096774194,19.9400387096774,18.7722677419355,500.033096774194,100.875322580645,0.19999735483871,25.9425,26.0010870967742,999.9,0,0,9999.96612903226,0,0.00152894,1199.99193548387,0.966991225806452,0.033009164516129,0,290.437161290323,4.99912,4057.90935483871,8874.49838709677,41.9352258064516,44.0823225806451,43.3021935483871,43.526,43.6167419354839,1155.55193548387,39.45,0,1310.39999985695,290.438461538462,-1.14611966770584,-10.3176068281084,4057.84884615385,15,0,--:--:--,0,0,0,0,0,0,0,-5.55524048780488,-0.0507340766550662,0.0427018688087775,1,290.393,0,0,0,1.16233926829268,0.0603518466898951,0.0101187959348888,1,2,3,2/3,100,100,0,0,2,505.08,522.554,22.402,27.5106,30,27.5541,27.5235,20.1186,22.4754,48.081,22.4021,400,18.7748,101.017,100.632
9,1581886596.5,964,"20200216 14:56:36",14:56:36,1581886588.5,0.0030426207132031777,17.960823029729287,592.109741935484,450.856808725641,45.570758600242094,59.84802623001626,0.22842311560289486,3.4262201030201536,0.22028749809387535,0.1383864986067202,193.73466965827225,26.255716019374688,25.9881516129032,3.3718934431583656,59.827007340971235,2.013016903896769,3.364729397918919,1.3588765392615967,-134.17957345226014,-6.637800558314138,-0.41381267163973307,52.50348297605824,-0.0418549203766873,0.0469858148152414,3.49966815489642,0,0,1,0,53557.43893368712,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1825808766973,17.960823029729287,#DIV/0!,#DIV/0!,0.017797396992451413,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1230,300,300,300,7145.9,308.663,-0.00505784,0.621155,1199.99935483871,1009.1825808766973,0.8409859362068908,0.1919718724137817,2,0.5,"0: Broadleaf",1581886588.5,592.109741935484,600.014419354839,19.9158935483871,18.7231258064516,500.017580645161,100.875967741936,0.199934225806452,25.9522161290323,25.9881516129032,999.9,0,0,10005.8693548387,0,0.00152894,1199.99935483871,0.966999806451613,0.0330002580645161,0,290.090064516129,4.99912,4055.46677419355,8874.57290322581,41.8465806451613,44.054,43.1973548387097,43.4453225806451,43.5057741935484,1155.56258064516,39.4374193548387,0,1431,290.063653846154,-1.8950085451528,-24.6266666824984,4055.33653846154,15,0,--:--:--,0,0,0,0,0,0,0,-7.90291951219512,0.0099597909408062,0.0442246797863034,1,290.04,0,0,0,1.19510512195122,-0.0472187456445979,0.00494945876417801,1,2,3,2/3,100,100,0,0,2,503.16,522.708,22.4604,27.4686,30,27.5097,27.4794,27.8772,22.4754,47.7097,22.4627,600,18.7748,101.022,100.642
10,1581886717,1084.5,"20200216 14:58:37",14:58:37,1581886709,0.0030507461921199207,20.726499726107694,790.75264516129,625.7759807576128,63.25206657377986,79.92754674696893,0.22900609196791588,3.4272490758363956,0.22083205457350732,0.13873013171051257,193.73111387399663,26.2745376874051,26.0041741935484,3.3750919731555573,59.84098888692504,2.0159623866686744,3.3688654284741477,1.3591295864868829,-134.5379070724885,-5.765415419696746,-0.359384974431843,53.06840640737955,-0.0418709284981318,0.0470037853339514,3.50072521916102,0,0,1,0,53573.40385638351,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1672911899374,20.726499726107694,#DIV/0!,#DIV/0!,0.02053821988390894,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1230,300,300,300,7145.9,308.663,-0.00505784,0.621155,1199.98161290323,1009.1672911899374,0.8409856287283959,0.19197125745679178,2,0.5,"0: Broadleaf",1581886709,790.75264516129,800.007709677419,19.9446580645161,18.7487612903226,500.026451612903,100.877870967742,0.199940451612903,25.9729709677419,26.0041741935484,999.9,0,0,10009.5074193548,0,0.00152894,1199.98161290323,0.967005677419355,0.0329940806451613,0,291.959,4.99912,4082.1635483871,8874.4664516129,41.8767419354839,44.016,43.2477419354839,43.5320322580645,43.535935483871,1155.55709677419,39.4245161290323,0,1551.59999990463,291.938730769231,-3.30731623611659,-41.0615384880367,4081.92038461539,15,0,--:--:--,0,0,0,0,0,0,0,-9.23185951219512,-0.298777839721223,0.0687299399719114,1,291.419,0,0,0,1.1905287804878,0.111081951219505,0.0114007730151099,0,1,3,1/3,100,100,0,0,2,504.429,523.314,22.4807,27.4383,30.0001,27.4734,27.4423,35.2459,22.2044,47.3393,22.4809,800,18.7748,101.023,100.646
11,1581886837.5,1205,"20200216 15:00:37",15:00:37,1581886829.5,0.0030985926495385183,21.539035559542626,990.158870967742,817.6924542257666,82.6516945295488,100.08446099265706,0.23309656038159385,3.4254674587116587,0.22462948370789104,0.1411285364025904,193.73204702103118,26.263922132460856,25.9924774193548,3.37275672729645,59.830587344432196,2.015610433415588,3.368862855736548,1.357146293880862,-136.64793584464866,-3.6047134635068967,-0.2248021014060685,53.25459561146957,-0.0418432126024992,0.0469726718130579,3.49889496549554,0,0,1,0,53539.42767550821,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.173146028561,21.539035559542626,#DIV/0!,#DIV/0!,0.021343250803200667,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1230,300,300,300,7145.9,308.663,-0.00505784,0.621155,1199.98870967742,1009.173146028561,0.8409855341887725,0.1919710683775451,2,0.5,"0: Broadleaf",1581886829.5,990.158870967742,1000.00141935484,19.9409032258065,18.7262193548387,500.015516129032,100.879225806452,0.199968580645161,25.9729580645161,25.9924774193548,999.9,0,0,10002.7474193548,0,0.00152894,1199.98870967742,0.967007483870968,0.0329922096774193,0,288.858870967742,4.99912,4040.23516129032,8874.51129032258,41.9614838709677,43.9674838709677,43.3042258064516,43.4916774193548,43.6045806451613,1155.56774193548,39.4209677419355,0,1672.20000004768,288.843,-2.63309402080014,-42.473162365381,4039.92846153846,15,0,--:--:--,0,0,0,0,0,0,0,-9.84818975609756,-0.0923090592334731,0.0656486473580418,1,288.75,0,0,0,1.2141856097561,0.012440696864112,0.00159964485201803,1,2,3,2/3,100,100,0,0,2,506.883,523.518,22.6039,27.389,29.9999,27.4255,27.3938,42.3341,22.2044,47.3393,22.6054,1000,18.7748,101.032,100.661
12,1581886958.1,1325.59999990463,"20200216 15:02:38",15:02:38,1581886950.1,0.00306995480711132,21.696274570680586,1189.86129032258,1010.8705031302117,102.17794354257295,120.27018235234134,0.2313299132294776,3.421776810301087,0.22297957635434912,0.14008736727867852,193.73663075979815,26.28478225653775,26.0177580645161,3.377805747655629,60.0099817467235,2.0233416952313252,3.371675238581119,1.3544640524243037,-135.3850069936092,-5.663377323886997,-0.35363813032039026,52.33460831198156,-0.0417858197476621,0.046908243305613,3.49510360268051,0,0,1,0,53466.461413522426,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1970195862772,21.696274570680586,#DIV/0!,#DIV/0!,0.021498551967162,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1230,300,300,300,7145.9,308.663,-0.00505784,0.621155,1200.01709677419,1009.1970195862772,0.8409855345387468,0.19197106907749387,2,0.5,"0: Broadleaf",1581886950.1,1189.86129032258,1200.00032258065,20.0173967741935,18.8140677419355,500.029870967742,100.879161290323,0.200000903225806,25.9870580645161,26.0177580645161,999.9,0,0,9989.03387096774,0,0.00152894,1200.01709677419,0.967007935483871,0.0329917387096774,0,284.421258064516,4.99912,3978.32193548387,8874.73451612903,41.9151612903226,43.9715483870968,43.2215161290322,43.4896129032258,43.5661612903226,1155.59580645161,39.421935483871,0,1792.79999995232,284.429923076923,-2.12588033603915,-31.3801708827936,3977.99038461538,15,0,--:--:--,0,0,0,0,0,0,0,-10.1216756097561,-0.335328919860602,0.0557426962534449,1,283.918,0,0,0,1.20362853658537,-0.00603449477351982,0.000876324254988427,1,2,3,2/3,100,100,0,0,2,503.467,523.957,22.3702,27.3477,30,27.3842,27.3527,49.2088,21.6373,46.969,22.3598,1200,18.8233,101.032,100.663
13,1581887078.6,1446.09999990463,"20200216 15:04:38",15:04:38,1581887070.6,0.003083948268631466,21.75569361769936,1489.39032258065,1304.4232900903846,131.8462217703652,150.54199680841137,0.2327237824174632,3.425474448430058,0.2242832549607247,0.1409098777962445,193.73254890850404,26.25708865077287,26.0126,3.376775049444225,60.11814323661463,2.0240839698493254,3.366843786047883,1.3526910795948996,-136.00211864664766,-9.191412579081673,-0.5732350929120497,47.965782589862656,-0.0418433213257704,0.0469727938644546,3.49890214600423,0,0,1,0,53541.31195645663,-,0,0,0,#DIV/0!,0,-,0,0,#DIV/0!,0.5,1009.1751183145626,21.75569361769936,#DIV/0!,#DIV/0!,0.021557897358819,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1230,300,300,300,7145.9,308.663,-0.00505784,0.621155,1199.99096774194,1009.1751183145626,0.8409855952612364,0.1919711905224729,2,0.5,"0: Broadleaf",1581887070.6,1489.39032258065,1499.92935483871,20.0253161290323,18.8165,500.024967741936,100.876322580645,0.199932935483871,25.9628290322581,26.0126,999.9,0,0,10003.0612903226,0,0.00152894,1199.99096774194,0.967006806451613,0.0329929161290323,0,280.497935483871,4.99912,3923.38129032258,8874.52225806452,41.794064516129,43.937,43.179129032258,43.4190322580645,43.4735483870968,1155.56935483871,39.4235483870968,0,1913.39999985695,280.474461538462,-3.02967521872905,-40.6909402211092,3923.00884615385,15,0,--:--:--,0,0,0,0,0,0,0,-10.5406390243902,0.312635540069736,0.123141926600379,1,279.876,0,0,0,1.20858219512195,6.43902439022735E-05,0.000864998272083769,1,2,3,2/3,100,100,0,0,2,503.113,524.476,22.3843,27.3361,30.0002,27.3633,27.3338,59.1483,21.6373,46.969,22.3733,1500,18.8233,101.037,100.669
