"","Vcmax","Jmax","Rd","CompPoint","Ci.transition","Treatment","Year","Site","Rep","ID"
"78",72.6082630367274,145.483231312544,-0.442763398109806,40.5510862511008,440.411353580411,"wet",2016,"S16",3,"217"
"79",67.8835902448533,107.923743919883,3.68372792806242,86.7902814908452,285.537201959278,"dry",2016,"S16",3,"218"
"80",66.4501432799785,127.932449822903,2.81086161238646,77.2154528210684,413.994740875229,"wet",2016,"S16",3,"218"
"81",79.1944146343425,130.50522560706,3.1459116557856,75.1784073500295,299.119053615776,"dry",2016,"S16",3,"219"
"82",67.7170041405772,142.77718657458,-0.351825193190504,41.2176509596785,493.407864849519,"wet",2016,"S16",3,"219"
"83",65.5664798587004,139.791642895951,0.277903472445483,48.1344821302732,507.577642366513,"dry",2014,"S02",3,"28"
"84",55.6689051590128,104.980343948693,-0.29549084657334,41.1456804931003,407.132524620494,"wet",2014,"S02",3,"28"
"85",42.956573716818,96.9881939881061,-0.450244436657833,37.3781177580991,611.162691006307,"wet",2014,"S02",3,"29"
"86",74.7801008727699,153.315340325153,1.98504462204182,64.924688146013,457.674347527322,"dry",2010,"S02",3,"3"
"87",61.3247998812851,122.232732307528,-1.09063381949268,32.1995770180259,448.566188735903,"wet",2010,"S02",3,"3"
"88",64.6483420113298,125.866378378746,0.0293884055075674,45.3575383906217,424.718093442277,"dry",2014,"S02",3,"30"
"89",74.1818715695062,134.113689354741,3.22553241251626,78.1442300273633,360.276997190692,"wet",2014,"S02",3,"30"
"90",64.9058086005542,132.545604685927,2.77833162443797,77.5954594698842,467.211037998332,"dry",2011,"S36",3,"342"
"91",67.4583804232154,143.783285196405,2.3120164964732,70.9223209124984,504.501200867732,"wet",2011,"S36",3,"342"
"92",68.3304755814037,143.339410596162,2.84420019437639,76.6670229295387,488.059068964173,"dry",2011,"S36",3,"343"
"93",78.7707958267702,127.571297796408,2.50028559460989,68.9432539775819,289.665876249736,"wet",2011,"S36",3,"343"
"94",66.6696663439475,112.733290399313,3.13311966108333,80.9480828804688,321.997866285167,"dry",2011,"S36",3,"344"
"95",66.5368314040379,144.746877827629,0.842780167510646,54.4054761235337,527.076295859754,"wet",2011,"S36",3,"344"
"96",76.1686958360452,152.43012729837,3.08895054305349,75.8248826895832,435.32571997943,"dry",2011,"S36",3,"345"
"97",69.8322468338094,127.905116201465,2.80775060191456,75.5482920105128,373.091413341483,"wet",2011,"S36",3,"345"
"98",79.1146828747259,130.732391305967,1.49255576701111,59.0950430279025,300.430833879492,"dry",2011,"S36",3,"346"
"99",77.1209827658387,166.549359413128,2.71705444826368,71.6863038186521,502.101290919355,"wet",2011,"S36",3,"346"
"100",71.9359784949298,145.338846697026,3.29527320945263,80.0449462098336,447.58450909302,"dry",2011,"S36",3,"348"
"101",66.6287815124568,140.386646010263,0.635680108281753,52.1557044499787,492.960003307322,"wet",2011,"S36",3,"348"
"102",80.163750311136,159.435537176993,2.39414240415021,67.4651995600424,425.497812406345,"dry",2011,"S36",3,"349"
"103",95.2668524293327,160.191048238388,3.21905499892608,70.5314985169179,299.913769898386,"wet",2011,"S36",3,"349"
"104",63.551707794698,131.848545252785,2.49976265299159,74.87232398646,483.568664532676,"dry",2014,"S02",3,"35"
"105",55.4247853326748,103.023553112566,-0.229521229871913,42.0138483491796,395.695450829087,"wet",2014,"S02",3,"35"
"106",64.4918537034389,132.166842261048,2.50817966715028,74.533185668109,470.466120638842,"dry",2015,"S36",3,"368"
"107",84.6612569545003,164.269392363846,2.72985312641483,69.2993931116575,401.221602681902,"wet",2015,"S36",3,"368"
"108",81.1154286068813,137.152187796692,3.4767929076771,77.6414911195273,312.846964855271,"dry",2015,"S36",3,"371"
"109",70.6825144178442,134.183403994556,1.15358663322687,57.2415685761116,397.63669840727,"wet",2015,"S36",3,"371"
"110",73.7333933050221,132.617469908376,2.72309705595885,72.964002463521,357.269264436669,"dry",2015,"S36",3,"372"
"111",81.3066512553532,156.9120939012,4.306102585054,85.7223172187488,400.870835011306,"wet",2015,"S36",3,"372"
"112",65.2158986867655,130.426168169705,0.394480427620019,49.5381523498718,446.517650330795,"dry",2015,"S36",3,"373"
"113",83.1639671429097,160.208360688167,2.90007968294656,71.3702179974303,397.172372598455,"wet",2015,"S36",3,"373"
"114",49.089792496231,104.181322656161,2.85940812323988,90.1268993519983,522.862030430658,"dry",2015,"S36",3,"374"
"115",72.570075528883,157.04498600768,3.03177927692249,76.8126767350676,511.962001764119,"wet",2015,"S36",3,"374"
"116",65.8051241205878,142.095668093947,0.405380794079965,49.5360170592396,520.682102054246,"dry",2015,"S36",3,"375"
"117",89.7141638455138,193.603469739588,-0.00706515033957967,44.9612337520661,480.640040936492,"wet",2015,"S36",3,"375"
"118",60.1631283929838,126.5302178156,2.10592973946563,71.4988973049854,501.227970330746,"dry",2015,"S36",3,"376"
"119",79.2400378939265,151.719575079535,2.7347064612177,71.0837732008026,396.815311042434,"wet",2015,"S36",3,"376"
"120",72.2153928005565,150.972205445953,0.144530482271473,46.487677161222,478.702239774027,"dry",2010,"S07",3,"38a"
"121",68.0997645743399,146.385003166277,0.476759508882014,50.1917922196164,511.93142899221,"wet",2010,"S07",3,"38a"
"122",70.1471582552711,135.320873393994,-0.554044536746563,39.260855992353,411.705761883221,"wet",2010,"S07",3,"38b"
"123",67.7482665500351,136.549811427006,2.14266896127047,68.8718479383281,451.054803782106,"dry",2010,"S07",3,"39a"
"124",70.0105662698596,136.200899125118,0.0703972958856032,45.7622633068008,418.471551432202,"wet",2010,"S07",3,"39a"
"125",58.6087326472809,139.64893571222,1.65670587027926,66.2892319203535,653.631976217604,"dry",2010,"S07",3,"39b"
"126",67.0501898044775,154.659048149418,0.707151472158518,52.7740475250269,593.952633356251,"wet",2010,"S07",3,"39b"
"127",56.2873277140398,99.7532385706441,0.849167121349864,56.2341535625114,359.615370863205,"dry",2010,"S02",3,"4"
"128",69.0134650647618,134.302957110874,0.0622261493976997,45.6474338012153,420.141339100436,"wet",2010,"S02",3,"4"
"129",73.8991851224968,152.313930878822,1.25729507017865,57.6425005632342,463.798984427022,"dry",2010,"S07",3,"40"
"130",62.2049230933354,108.850217546666,2.66945027937061,77.6875425679755,347.187892968458,"wet",2010,"S07",3,"40"
"131",80.4388747930051,128.459047619952,3.34585254126949,76.6241769872904,281.556412730148,"dry",2010,"S07",3,"41"
"132",85.4798549818642,151.392397615929,3.43340327121048,75.5213944235302,337.6464335333,"wet",2010,"S07",3,"41"
"133",75.5172081571689,144.542343650787,2.03066205590851,65.2229024663517,399.819065759323,"dry",2014,"S07",3,"49"
"134",48.782576467123,90.879293166381,3.66922052216192,104.100805203169,403.379483509725,"wet",2014,"S07",3,"49"
"135",77.2259167867236,145.32809636121,4.41622266212816,89.1482325141646,386.31741677159,"dry",2014,"S07",3,"51"
"136",62.7204288057253,164.80953021829,-1.19874494952744,31.2533659377492,799.404224298725,"wet",2014,"S07",3,"51"
"137",84.8225143417798,142.563352779459,3.88081769389493,79.9523547341223,306.783530516434,"dry",2014,"S07",3,"52"
"138",92.0510035380292,179.544355015382,3.46603758134926,73.5270532013848,396.662432502611,"wet",2014,"S07",3,"52"
"139",54.5588634428265,104.243456414768,2.79878726181805,84.3950936613086,419.243331762997,"dry",2014,"S07",3,"54"
"140",61.0610341891617,142.573223754233,0.160321059610374,46.9611537062242,620.841997016025,"wet",2014,"S07",3,"54"
"141",56.6504302703807,118.353851367107,-0.179881149738084,42.6988574973004,499.229158758182,"dry",2014,"S07",3,"55"
"142",71.3437529865985,138.804194783915,2.67644305814083,73.4342224126224,417.572476158788,"wet",2014,"S07",3,"55"
"143",71.6589222921404,118.499131240716,3.39546341700298,81.2602096350726,305.586817337944,"dry",2014,"S07",3,"57"
"144",85.8417574106241,143.322589104063,3.14202782164811,72.7118689141797,302.443193876856,"wet",2014,"S07",3,"57"
"145",62.2099748447336,121.878753089298,0.329886053080248,48.8961321105422,432.86457836877,"dry",2010,"S02",3,"6"
"146",52.3945362741473,110.145681616349,0.52234730719095,52.4169339068163,510.908471887375,"wet",2010,"S02",3,"6"
"147",71.3039162540124,152.641486141703,4.05987408401669,88.9524953845619,503.772787174412,"dry",2010,"S02",3,"7"
"148",73.9736102986525,139.670568234945,3.23458831224105,78.3432456706818,391.509951621705,"wet",2010,"S02",3,"7"
"149",84.0604210481463,135.332996592364,0.264130550972872,47.353346886477,283.246069137904,"dry",2010,"S02",3,"8"
"150",52.9422281789416,124.864729032547,0.152585860701645,47.0590459550413,653.860074358508,"wet",2010,"S02",3,"8"
