,obs,A,Ca,Ci,gsw,Tleaf,Q,ID,Treatment,Rep,Year,Site
491,10,23.88225684,788.4703226,671.0415145,0.41272583,26.00550645,1200.004194,153,wet,3,2010,S15
492,11,24.48498129,987.7818387,860.2125317,0.402020288,25.99006452,1199.999032,153,wet,3,2010,S15
493,12,24.11626815,1187.565333,1052.904498,0.388076171,25.99307333,1199.998,153,wet,3,2010,S15
494,13,23.19463891,1487.224333,1347.34182,0.38186891,25.98719667,1200.018,153,wet,3,2010,S15
495,1,16.80977651,391.8114516,342.0960409,0.730917001,26.20371935,1199.993226,154,dry,3,2010,S15
496,2,19.01554107,390.7958667,337.134731,0.756673977,25.81380333,1199.978,154,dry,3,2010,S15
497,3,14.30708196,293.1518387,250.6167136,0.708798533,26.15811613,1199.984194,154,dry,3,2010,S15
498,4,8.489859103,195.8389355,170.0224592,0.705892006,25.85440645,1199.994194,154,dry,3,2010,S15
499,5,1.725964488,98.91967097,92.01299667,0.67209483,26.04867419,1199.981935,154,dry,3,2010,S15
500,6,-1.819225812,50.54229333,54.06318084,0.669700804,26.0299,1199.989333,154,dry,3,2010,S15
501,7,19.70018278,390.6667097,329.5561618,0.666560263,25.95069355,1199.999355,154,dry,3,2010,S15
502,8,19.79757465,390.6697097,327.6229262,0.644756618,26.10101935,1199.987419,154,dry,3,2010,S15
503,9,26.26985243,587.3722333,502.6352397,0.648824289,25.96083667,1199.966333,154,dry,3,2010,S15
504,10,28.15155186,785.9411667,689.9887059,0.637662286,25.94958,1199.998333,154,dry,3,2010,S15
505,11,28.69268681,985.0838667,881.5537807,0.627409906,26.02591333,1199.996,154,dry,3,2010,S15
506,12,27.98028157,1184.695484,1077.569298,0.620669005,25.97247419,1199.977097,154,dry,3,2010,S15
507,13,27.01399896,1484.048,1371.130492,0.611833983,25.97697,1199.986,154,dry,3,2010,S15
508,1,17.07150364,391.6543548,341.8508189,0.739852818,26.24758065,1200.00871,154,wet,3,2010,S15
509,2,22.53959279,389.4233226,328.0865341,0.76244729,25.80894839,1200.005484,154,wet,3,2010,S15
510,3,17.57780529,291.8155333,241.91049,0.719921288,26.02379667,1200.014667,154,wet,3,2010,S15
511,4,10.85394031,194.9414333,163.4982105,0.71003947,25.98269667,1200.020333,154,wet,3,2010,S15
512,5,2.336831097,98.68902581,90.38050793,0.687741252,25.98664839,1199.972903,154,wet,3,2010,S15
513,6,-2.152787698,50.66345806,54.97041091,0.681707112,26.02169355,1200.028065,154,wet,3,2010,S15
514,7,24.25522956,388.8729355,316.2295462,0.668910331,25.97866774,1199.985161,154,wet,3,2010,S15
515,8,24.75024073,388.7072903,314.0096105,0.659581173,25.99195484,1200.014194,154,wet,3,2010,S15
516,9,30.52798595,585.6966774,489.6760004,0.64851946,26.0114871,1199.990323,154,wet,3,2010,S15
517,10,32.50556199,784.2102581,677.8240431,0.646113186,25.98459355,1199.971935,154,wet,3,2010,S15
518,11,32.59102536,983.5535806,868.976369,0.622831304,26.01495484,1199.995484,154,wet,3,2010,S15
519,12,31.40010676,1183.362581,1067.059186,0.621063482,25.99821935,1200.000645,154,wet,3,2010,S15
520,13,28.85961463,1483.453226,1364.300506,0.600353793,26.00052258,1199.988387,154,wet,3,2010,S15
521,1,12.3858751,393.3786667,353.2135606,0.723795986,26.11196667,1200.013,155,dry,3,2010,S15
522,2,14.23273486,392.7180333,347.68713,0.711395876,25.99171667,1199.984333,155,dry,3,2010,S15
523,3,10.79052186,294.5196667,258.9861261,0.672014384,26.00598,1199.988,155,dry,3,2010,S15
524,4,6.497087393,196.6574,173.8642777,0.63586572,26.00620333,1199.996667,155,dry,3,2010,S15
525,5,2.044083939,98.79204194,90.46484641,0.612900452,26.01095484,1200.019677,155,dry,3,2010,S15
526,6,-0.504448791,50.01457419,50.20057897,0.586889512,26.00712258,1199.995484,155,dry,3,2010,S15
527,7,14.34298185,392.9272581,337.5053598,0.546392186,26.00173226,1200.017097,155,dry,3,2010,S15
528,8,14.49123393,392.9056667,336.0641105,0.534458448,26.01878667,1200,155,dry,3,2010,S15
529,9,19.25341644,590.4319032,509.356081,0.502639695,26.01823226,1200.008387,155,dry,3,2010,S15
530,10,20.46010092,789.4618667,694.3365951,0.469657815,26.01332333,1199.997,155,dry,3,2010,S15
531,11,21.04969918,988.7687333,882.8060509,0.449499069,26.00013,1199.995667,155,dry,3,2010,S15
532,12,20.83874391,1188.475161,1072.023396,0.417250442,26.01343871,1200.00871,155,dry,3,2010,S15
533,13,20.79084133,1487.885484,1357.668398,0.390339195,25.99745806,1200.006774,155,dry,3,2010,S15
534,1,14.51567452,392.677,347.866235,0.715385076,26.15828333,1200.005,155,wet,3,2010,S15
535,2,16.13571396,392.0399667,345.4292087,0.758577918,25.81611333,1199.987333,155,wet,3,2010,S15
536,3,12.51327678,293.8420645,255.3859636,0.697782449,26.04244194,1199.997419,155,wet,3,2010,S15
537,4,7.279912989,196.357871,173.3415743,0.693682826,25.97076129,1200.002581,155,wet,3,2010,S15
538,5,0.943734592,99.24837,94.47600125,0.683076095,25.99185,1200.003667,155,wet,3,2010,S15
539,6,-2.294150972,50.71967,55.42693208,0.678801098,25.99113667,1200.000333,155,wet,3,2010,S15
540,7,16.69829914,391.8936774,338.6501452,0.662850246,25.98818387,1199.995806,155,wet,3,2010,S15
541,8,17.23935836,391.7158387,336.7394781,0.657555605,26.01995161,1199.996452,155,wet,3,2010,S15
542,9,21.52295192,589.326,517.7392113,0.65030236,25.96390645,1200.003226,155,wet,3,2010,S15
543,10,22.97094379,788.0632,706.878858,0.640302089,26.00659667,1200.007,155,wet,3,2010,S15
544,11,23.07236472,987.3706129,900.9629786,0.636067245,25.99061613,1199.982258,155,wet,3,2010,S15
545,12,22.51917513,1187.003226,1095.487742,0.616246047,26.00414839,1199.986129,155,wet,3,2010,S15
546,13,21.75285344,1486.301613,1389.243742,0.610948997,25.98974194,1199.99,155,wet,3,2010,S15
547,1,18.81026911,390.6987667,338.5380369,0.790103253,26.08936,1200.02,164,dry,3,2015,S15
548,2,21.87436603,389.4954333,331.300136,0.801089034,25.99539,1199.995,164,dry,3,2015,S15
549,3,17.14171826,291.8785806,244.892464,0.763872938,26.04342903,1200.005806,164,dry,3,2015,S15
550,4,10.51637651,194.9647419,164.8282175,0.734087291,26.04247097,1199.975161,164,dry,3,2015,S15
551,5,3.502539466,98.17037742,87.25135676,0.729175952,26.00537097,1200.019677,164,dry,3,2015,S15
552,6,-0.410886138,49.95536452,49.71176503,0.71161037,26.01679677,1200.015484,164,dry,3,2015,S15
553,7,23.23528165,389.1398065,321.1081365,0.700613844,26.00217419,1199.993548,164,dry,3,2015,S15
554,8,23.72797971,388.9411,319.3997335,0.697121729,26.01343667,1199.986667,164,dry,3,2015,S15
555,9,31.30779482,585.1329355,491.1699676,0.693532364,26.00170323,1199.976452,164,dry,3,2015,S15
556,10,33.46523217,783.4807333,678.576765,0.689528338,26.00567,1199.974,164,dry,3,2015,S15
557,11,33.95382704,982.5017,870.5396071,0.683833248,26.00836333,1200.004,164,dry,3,2015,S15
558,12,33.83362816,1181.831667,1064.240168,0.675944729,25.98902333,1199.988,164,dry,3,2015,S15
559,13,33.63322345,1480.699667,1355.588492,0.67301033,26.00135,1199.983667,164,dry,3,2015,S15
560,1,14.1030059,393.0823333,343.0594189,0.598893521,25.96749333,1200.003333,164,wet,3,2015,S15
561,2,17.89666666,391.5712,328.719373,0.577351673,26.01160333,1200.010667,164,wet,3,2015,S15
562,3,13.68095357,293.5925806,245.7044536,0.577683829,25.98057097,1200.015161,164,wet,3,2015,S15
563,4,8.21318577,196.0854,166.3832288,0.566582272,25.98266667,1199.988,164,wet,3,2015,S15
564,5,1.451287742,99.09239667,92.23207423,0.561333424,25.99151667,1199.988333,164,wet,3,2015,S15
565,6,-2.052849965,50.66671667,55.7211836,0.561323619,25.99021,1199.974333,164,wet,3,2015,S15
566,7,19.62053297,390.9257742,321.0493776,0.55859167,26.00075484,1200.011935,164,wet,3,2015,S15
567,8,20.04331204,390.7520323,320.1186224,0.563267269,25.99095806,1199.992258,164,wet,3,2015,S15
568,9,25.86567963,587.8093,494.4996667,0.562092657,25.98678333,1200.012333,164,wet,3,2015,S15
569,10,27.72388238,786.4557097,681.9874802,0.557456009,25.99228387,1200.007097,164,wet,3,2015,S15
570,11,28.16008682,985.6785484,874.3562034,0.55277735,25.98594516,1199.995484,164,wet,3,2015,S15
571,12,27.58260638,1185.367,1069.375119,0.541349062,25.99768333,1199.999,164,wet,3,2015,S15
572,13,26.61857409,1484.870667,1363.070301,0.531250771,25.98173,1199.987,164,wet,3,2015,S15
573,1,17.05018747,391.3256667,345.9504806,0.853751872,26.01705333,1200.017,166,dry,3,2015,S15
574,2,19.65456059,390.3488333,339.1963426,0.845430971,26.05483333,1199.998,166,dry,3,2015,S15
575,3,15.24399123,292.6055333,251.3241956,0.79580172,26.04551333,1199.97,166,dry,3,2015,S15
576,4,9.006964601,195.5679667,169.3777434,0.745766739,26.0096,1199.995,166,dry,3,2015,S15
577,5,2.8148157,98.46463,89.04755615,0.710564336,25.99576,1200.022667,166,dry,3,2015,S15
578,6,-0.561843034,50.02177419,50.17937868,0.69763843,26.00290645,1200.004516,166,dry,3,2015,S15
579,7,18.38025023,391.1197667,333.4032742,0.671361985,26.00702333,1199.993667,166,dry,3,2015,S15
580,8,19.17908788,390.8325667,330.0640076,0.657621917,26.00329333,1199.983333,166,dry,3,2015,S15
581,9,23.92628894,588.1997333,508.7828498,0.646260687,26.01013667,1199.989667,166,dry,3,2015,S15
582,10,25.52114401,786.8762258,696.9127904,0.63430941,26.01186452,1199.997097,166,dry,3,2015,S15
583,11,25.6667206,986.1297097,888.7103943,0.616946483,26.0077,1200.013548,166,dry,3,2015,S15
584,12,25.75279379,1185.500968,1079.798852,0.591827163,26.01015484,1200.003226,166,dry,3,2015,S15
585,13,25.57456895,1484.733871,1367.530193,0.559778654,26.03274194,1200.005806,166,dry,3,2015,S15
586,1,15.9733597,392.2590645,333.6854049,0.566795706,26.05891935,1200.005806,166,wet,3,2015,S15
587,2,18.86921591,391.1009667,323.880116,0.5681131,26.04131,1200.024667,166,wet,3,2015,S15
588,3,15.2519814,292.9049032,239.3031006,0.569089738,26.00051613,1200.003548,166,wet,3,2015,S15
589,4,9.583297032,195.4999,161.2822787,0.563645302,25.99952,1199.970667,166,wet,3,2015,S15
590,5,3.450496404,98.27089,85.27667625,0.565542517,25.9952,1200.007333,166,wet,3,2015,S15
591,6,-0.006190347,49.8331129,48.58470427,0.56546705,25.99271935,1199.978065,166,wet,3,2015,S15
592,7,21.31330877,390.1795806,314.8010075,0.560371767,25.99975806,1199.991935,166,wet,3,2015,S15
593,8,21.58546651,390.0528,313.9017753,0.561095709,25.98326,1199.991,166,wet,3,2015,S15
594,9,27.85812533,586.8933871,486.3369444,0.56046768,26.00287097,1199.987742,166,wet,3,2015,S15
595,10,30.05264034,785.3133226,672.2051553,0.556115759,25.99723548,1199.987097,166,wet,3,2015,S15
596,11,30.23252668,984.6325667,864.129485,0.545966655,26.00470667,1199.992333,166,wet,3,2015,S15
597,12,30.12468843,1184.136,1055.79934,0.527883699,26.00047333,1200,166,wet,3,2015,S15
598,13,28.98373373,1483.718387,1349.905226,0.5189495,26.00311613,1199.992581,166,wet,3,2015,S15
599,1,18.98482169,390.5146333,343.1219283,0.901595541,26.04354,1199.998667,167,dry,3,2015,S15
600,2,22.90619842,388.9617,333.294521,0.891562848,26.03456,1199.998333,167,dry,3,2015,S15
601,3,18.73482571,291.1259,245.8965041,0.881556613,26.01185,1200.004667,167,dry,3,2015,S15
602,4,11.81467607,194.3581333,165.5866578,0.881151789,25.99648,1200.012,167,dry,3,2015,S15
603,5,3.968303469,97.95392903,87.49139326,0.878938654,26.0065129,1200.026129,167,dry,3,2015,S15
604,6,-0.64549383,50.00828065,50.12937883,0.881089017,25.99541613,1200.00871,167,dry,3,2015,S15
605,7,25.50887007,387.9956333,325.6386705,0.864538208,25.99944333,1200.006,167,dry,3,2015,S15
606,8,25.60758264,387.9674333,325.2686305,0.862252171,26.00490667,1200.048667,167,dry,3,2015,S15
607,9,32.08356174,584.4400645,503.1909119,0.858114996,26.00479355,1199.995161,167,dry,3,2015,S15
608,10,34.2068817,782.7088387,691.6912335,0.85157256,26.00460645,1200.000323,167,dry,3,2015,S15
609,11,34.6780618,981.6219032,883.991399,0.842544103,25.99378065,1199.993871,167,dry,3,2015,S15
610,12,34.96274003,1180.680323,1076.358941,0.828150585,26.00347742,1200.003548,167,dry,3,2015,S15
611,13,34.90148442,1479.400323,1366.241352,0.809627632,26.00444839,1199.977097,167,dry,3,2015,S15
612,1,12.2432832,393.4923333,357.0281593,0.794455686,25.94831667,1199.991333,167,wet,3,2015,S15
613,2,15.18183225,392.3684839,346.9531091,0.740372718,26.02988065,1200.004839,167,wet,3,2015,S15
614,3,12.23737086,293.9829333,257.1582419,0.719078886,25.98159333,1200.008333,167,wet,3,2015,S15
615,4,7.357654825,196.3056333,173.40267,0.708325432,25.98570333,1200.02,167,wet,3,2015,S15
616,5,1.151587017,99.16057097,93.93231394,0.704063958,26.00692258,1199.96,167,wet,3,2015,S15
617,6,-2.099272269,50.63474667,54.71696746,0.697218037,25.95426667,1200.023,167,wet,3,2015,S15
618,7,17.13943798,391.6630968,339.3995456,0.699582665,25.9912129,1200.02,167,wet,3,2015,S15
619,8,17.69477153,391.4557742,337.908409,0.699988647,25.98607419,1200.002903,167,wet,3,2015,S15
620,9,21.04970926,589.3793333,522.2135922,0.693190832,25.99695,1200.023667,167,wet,3,2015,S15
621,10,22.37971015,788.1462667,712.6834197,0.689524877,25.97993,1199.976333,167,wet,3,2015,S15
622,11,22.13399171,987.485871,907.7667146,0.688098695,26.00149677,1199.994839,167,wet,3,2015,S15
623,12,21.35831863,1187.042903,1104.464873,0.686338665,25.97322581,1199.997419,167,wet,3,2015,S15
624,13,20.3754245,1486.347742,1398.586409,0.680859432,25.9946129,1200.011613,167,wet,3,2015,S15
625,1,17.48659736,391.1793548,344.5551515,0.845685478,26.05130645,1200.010968,169,dry,3,2015,S15
626,2,20.57361812,389.9882,335.9795505,0.825884711,26.01262667,1199.984,169,dry,3,2015,S15
627,3,16.19149964,292.2430333,248.9239733,0.795655118,26.03773333,1200.001667,169,dry,3,2015,S15
628,4,10.05048868,195.1312667,167.0866408,0.765145073,26.01146,1200.02,169,dry,3,2015,S15
629,5,3.638621592,98.1296,87.1488033,0.750760093,26.00975667,1199.996333,169,dry,3,2015,S15
630,6,0.016366604,49.78330323,48.51289167,0.733603154,26.00749032,1199.997097,169,dry,3,2015,S15
631,7,21.44699119,389.8567333,327.4926656,0.716175114,26.00152,1200.028667,169,dry,3,2015,S15
632,8,21.85030057,389.6786667,326.1749998,0.714163978,26.00488333,1200.018333,169,dry,3,2015,S15
633,9,28.4585792,586.2406,499.5273054,0.692971898,25.98508667,1200.017333,169,dry,3,2015,S15
634,10,30.69452964,784.6565806,686.1704885,0.682169276,25.98620323,1200.007419,169,dry,3,2015,S15
635,11,31.00380475,983.7277333,878.3923613,0.673281793,26.00661,1200.017667,169,dry,3,2015,S15
636,12,31.46726775,1182.893667,1069.972633,0.66097302,26.00369667,1199.997333,169,dry,3,2015,S15
637,13,30.98869741,1481.943226,1363.137083,0.663092076,26.00599032,1200.044839,169,dry,3,2015,S15
638,1,17.1630841,391.6376774,342.7964385,0.758867891,26.13412903,1199.986452,169,wet,3,2015,S15
639,2,22.34620094,389.4800667,330.2095104,0.78742509,25.81785667,1200.019333,169,wet,3,2015,S15
640,3,17.59303798,291.7881935,243.627562,0.751844938,26.24474516,1199.993871,169,wet,3,2015,S15
641,4,10.58882739,194.9966,166.6225727,0.785058136,25.90376333,1200.004333,169,wet,3,2015,S15
642,5,2.219647825,98.71038,91.16171256,0.746683706,25.97103333,1200.010667,169,wet,3,2015,S15
643,6,-2.256534294,50.67957333,54.91891564,0.733105946,26.08999,1200.005333,169,wet,3,2015,S15
644,7,24.27558108,388.8027419,321.345992,0.731184849,25.96609032,1199.99129,169,wet,3,2015,S15
645,8,24.99615949,388.5032903,319.1827782,0.730711747,26.01496129,1199.99871,169,wet,3,2015,S15
646,9,31.76680415,585.0901667,494.475006,0.725257231,25.99005667,1200.001333,169,wet,3,2015,S15
647,10,34.03991821,783.4096,682.8108567,0.726631912,25.97371333,1200.012667,169,wet,3,2015,S15
648,11,34.63863188,982.4567667,874.6602595,0.715712392,26.00684,1199.993333,169,wet,3,2015,S15
649,12,33.97527301,1182.006774,1070.047276,0.705080417,25.9963871,1199.999355,169,wet,3,2015,S15
650,13,33.09809403,1481.324194,1363.763482,0.697705568,25.98953871,1199.99129,169,wet,3,2015,S15
651,1,18.52869903,390.9645,337.3745458,0.743815318,26.04945,1200.028,170,dry,3,2015,S15
652,2,21.83352817,389.7004333,325.5661469,0.703727715,26.02263,1200.003667,170,dry,3,2015,S15
653,3,17.26778129,291.9523226,241.0235435,0.692180745,25.99806452,1200.009355,170,dry,3,2015,S15
654,4,10.69299319,194.9543871,162.65277,0.680988005,25.98750323,1200.023226,170,dry,3,2015,S15
655,5,3.631207619,98.15857742,86.29642639,0.673421922,25.98442903,1200.009032,170,dry,3,2015,S15
656,6,-0.236380471,49.88052581,49.25979305,0.668068549,25.99932581,1200.000323,170,dry,3,2015,S15
657,7,23.59028159,389.0768,317.1504045,0.662030537,25.99641667,1200.005667,170,dry,3,2015,S15
658,8,24.30387891,388.8134333,314.8425737,0.660344005,26.00612,1200.007,170,dry,3,2015,S15
659,9,32.3068533,584.8587097,484.6806957,0.659385989,25.99464516,1199.99,170,dry,3,2015,S15
660,10,35.0956934,782.9828065,670.3402712,0.658925081,25.99806774,1200.003871,170,dry,3,2015,S15
661,11,36.14433738,981.8084839,861.3565094,0.659102756,26.00393226,1199.983871,170,dry,3,2015,S15
662,12,36.28170267,1181.00871,1054.776829,0.656354279,26.00604839,1200.002903,170,dry,3,2015,S15
663,13,36.13323312,1479.960645,1345.679646,0.649794833,25.99862258,1199.994839,170,dry,3,2015,S15
664,1,20.32744261,389.9526333,340.6648987,0.921387675,26.06130333,1199.994333,170,wet,3,2015,S15
665,2,24.40095203,388.3099032,332.1819315,0.943008014,25.9895129,1200.001935,170,wet,3,2015,S15
666,3,19.48671159,290.7589333,246.3846734,0.943303307,26.04397,1200.005,170,wet,3,2015,S15
667,4,12.31095414,194.1122581,165.7346508,0.938240912,26.02663871,1199.992903,170,wet,3,2015,S15
668,5,4.448386404,97.73141613,86.77565415,0.931138039,25.9930871,1199.998387,170,wet,3,2015,S15
669,6,0.129470125,49.69320645,48.26453536,0.922409329,26.0074871,1199.98871,170,wet,3,2015,S15
670,7,25.20052254,388.0739,327.8840448,0.892822976,25.98956667,1200.007667,170,wet,3,2015,S15
671,8,25.75595302,387.8699333,326.1618572,0.884489814,25.99914333,1199.997667,170,wet,3,2015,S15
672,9,32.11276288,584.4209355,504.0625393,0.870439931,25.99649677,1199.974516,170,wet,3,2015,S15
673,10,33.82071683,782.8592258,693.382143,0.859656421,26.00267742,1200.009677,170,wet,3,2015,S15
674,11,33.89022516,982.0081935,886.2642397,0.84209996,26.00860968,1199.989677,170,wet,3,2015,S15
675,12,33.67532983,1181.242258,1079.844583,0.825951045,25.99986129,1199.990968,170,wet,3,2015,S15
676,13,32.55290291,1480.504,1371.963293,0.799356838,26.01029667,1199.987667,170,wet,3,2015,S15
677,1,11.91382205,393.4741613,357.4509656,0.805854354,25.92605806,1200.010323,172,dry,3,2015,S15
678,2,13.98474011,392.6616333,351.6474579,0.79523016,26.05157,1199.996333,172,dry,3,2015,S15
679,3,11.05449073,294.2734839,261.9223607,0.782455132,26.05135484,1200.005806,172,dry,3,2015,S15
680,4,6.347971131,196.6135,176.7610197,0.748893139,26.01549333,1200.000667,172,dry,3,2015,S15
681,5,1.498006187,98.99036129,92.96521956,0.739377957,26.01607419,1200.007742,172,dry,3,2015,S15
682,6,-1.271494203,50.29244194,52.12960465,0.724105282,26.01973871,1200.006774,172,dry,3,2015,S15
683,7,14.26045285,392.7425333,346.6537588,0.689481366,26.01418333,1200.022333,172,dry,3,2015,S15
684,8,14.73731997,392.5659333,344.4237924,0.673575925,26.01611667,1199.998333,172,dry,3,2015,S15
685,9,19.15876654,590.1332581,522.5062495,0.633465112,26.00743548,1200.000645,172,dry,3,2015,S15
686,10,20.31667222,789.0170323,711.4219688,0.613744236,26.0074871,1200.001613,172,dry,3,2015,S15
687,11,20.95460889,988.1546774,900.0204271,0.577237774,26.00230323,1200.014839,172,dry,3,2015,S15
688,12,21.13598479,1187.489355,1091.819606,0.560839771,26.02463548,1200.006774,172,dry,3,2015,S15
689,13,21.11144361,1486.876667,1377.175758,0.510796457,26.03436333,1199.991667,172,dry,3,2015,S15
690,1,16.08573479,392.1067333,341.8199346,0.68642316,26.22601,1200,172,wet,3,2015,S15
691,2,20.19733851,390.4196,331.040947,0.706183323,25.79278667,1200.003333,172,wet,3,2015,S15
692,3,15.95833118,292.4878065,244.4248799,0.680927265,26.11546129,1200.009032,172,wet,3,2015,S15
693,4,9.56848503,195.4378065,166.3920996,0.687112535,25.94394839,1200.006774,172,wet,3,2015,S15
694,5,1.648343416,98.94335806,92.22664164,0.663747134,25.95851613,1200.009032,172,wet,3,2015,S15
695,6,-2.217394849,50.68360667,55.29879027,0.662041097,26.00870667,1199.989333,172,wet,3,2015,S15
696,7,21.35863199,390.0316774,324.053642,0.658176115,25.99975161,1200.016774,172,wet,3,2015,S15
697,8,22.11381429,389.7323226,321.4718108,0.654521976,26.00562581,1200.000645,172,wet,3,2015,S15
698,9,27.4894911,586.9495,497.9775242,0.638442659,25.98679667,1199.980333,172,wet,3,2015,S15
699,10,29.17728293,785.5644333,687.0417467,0.636879133,25.96904333,1199.974333,172,wet,3,2015,S15
700,11,29.54789679,984.7082,879.0294499,0.627057584,26.00279,1199.995667,172,wet,3,2015,S15
701,12,29.16130154,1184.296667,1073.078085,0.61158068,25.99706667,1199.973667,172,wet,3,2015,S15
702,13,28.36212925,1483.672,1365.412014,0.59618597,25.98972,1200.039333,172,wet,3,2015,S15
703,1,10.15514722,395.303,308.3073123,0.2170001,25.78531667,1200,183,dry,3,2010,S16
704,2,12.94129857,394.3398667,271.1257519,0.187024798,26.05137333,1200.016667,183,dry,3,2010,S16
705,3,9.284877682,295.917871,208.9089155,0.19103022,25.97121935,1200.019355,183,dry,3,2010,S16
706,4,5.203344661,197.6542,148.5159652,0.193364879,25.96711667,1200.014667,183,dry,3,2010,S16
707,5,0.638356854,99.60994,91.63154842,0.197149485,26.00132,1200.013667,183,dry,3,2010,S16
708,6,-1.947399213,50.67450667,65.03641055,0.20153581,25.97768667,1199.974333,183,dry,3,2010,S16
709,7,15.04772295,393.4331613,267.4131494,0.212732271,25.97822903,1200.014516,183,dry,3,2010,S16
710,8,15.27035783,393.3382581,262.6823467,0.20746696,26.05930323,1199.993226,183,dry,3,2010,S16
711,9,22.41081629,590.1893333,408.8777969,0.22112188,25.94034333,1200.005333,183,dry,3,2010,S16
712,10,25.08040121,788.8004667,586.2781572,0.226189398,25.97852,1200.005333,183,dry,3,2010,S16
713,11,26.52670135,987.9428333,764.2979071,0.219807863,26.00730667,1199.998,183,dry,3,2010,S16
714,12,26.42565677,1187.771667,953.1843583,0.212629892,25.95360667,1199.975,183,dry,3,2010,S16
715,13,25.83366703,1487.743548,1234.404528,0.197306521,26.0144,1200.019677,183,dry,3,2010,S16
716,1,11.88315919,394.2023333,339.3772138,0.447480504,25.98943667,1200.005,183,wet,3,2010,S16
717,2,13.36814833,393.6351935,330.3368263,0.423028689,26.00663871,1200.002581,183,wet,3,2010,S16
718,3,9.667086932,295.3924667,248.2300593,0.410872035,25.98570667,1199.971667,183,wet,3,2010,S16
719,4,5.311602853,197.3893,168.9054227,0.380572386,26.00675333,1200.007,183,wet,3,2010,S16
720,5,0.494057904,99.56556,94.76005028,0.373427112,25.99303,1199.969333,183,wet,3,2010,S16
721,6,-2.006872082,50.67737333,58.58155534,0.363043906,25.97688333,1200.004333,183,wet,3,2010,S16
722,7,13.92586555,393.5651,317.6694444,0.353899523,25.96964,1200.014667,183,wet,3,2010,S16
723,8,13.95698763,393.5530667,315.648821,0.343789046,26.03601333,1200.017,183,wet,3,2010,S16
724,9,19.74955643,590.8520667,479.4349702,0.342185706,25.95729667,1199.967667,183,wet,3,2010,S16
725,10,22.07553534,789.5017419,659.8940817,0.337051145,25.97909677,1200.017097,183,wet,3,2010,S16
726,11,23.22430543,988.6840323,843.9060028,0.324212212,26.00768065,1200.006774,183,wet,3,2010,S16
727,12,23.26304382,1188.292667,1036.972283,0.320677488,25.96489333,1199.980333,183,wet,3,2010,S16
728,13,23.05814488,1487.841333,1326.61219,0.31255369,25.97074667,1199.999333,183,wet,3,2010,S16
729,1,18.77826689,391.2274516,338.1064358,0.75028618,26.12899677,1199.987742,184,dry,3,2010,S16
730,2,20.56746241,390.2706667,331.7057585,0.731395481,25.69481333,1199.997333,184,dry,3,2010,S16
731,3,15.6700274,292.7559333,243.4219017,0.643930256,26.27838,1200.003,184,dry,3,2010,S16
732,4,9.336705565,195.5555161,165.2406578,0.631112332,25.80307097,1200.009032,184,dry,3,2010,S16
733,5,1.861892015,98.91247742,90.96702946,0.578669544,25.98594516,1200.016774,184,dry,3,2010,S16
734,6,-2.221712891,50.7340129,56.31188176,0.560529024,26.1723,1199.993226,184,dry,3,2010,S16
735,7,20.42731688,390.6238667,317.1608742,0.547787855,25.88563667,1200.002667,184,dry,3,2010,S16
736,8,20.80672363,390.5369677,311.7011372,0.513678417,26.0631,1200.006452,184,dry,3,2010,S16
737,9,25.83111755,587.9852258,484.7211388,0.495315406,25.98387097,1200.031935,184,dry,3,2010,S16
738,10,27.24300029,786.971871,668.3935362,0.466800543,26.00616129,1199.992258,184,dry,3,2010,S16
739,11,27.32511795,986.5040645,856.1867372,0.437533859,26.00404839,1200.004194,184,dry,3,2010,S16
740,12,26.14110823,1186.677419,1047.250076,0.401830727,25.99872903,1200.020645,184,dry,3,2010,S16
741,13,25.04194936,1486.594194,1336.245934,0.373189369,25.99852581,1200.007097,184,dry,3,2010,S16
742,1,11.47324074,394.0688333,350.4523602,0.58506494,25.99559667,1200.020333,184,wet,3,2010,S16
743,2,13.55233512,393.3060333,341.5538784,0.555735171,26.01544333,1199.998,184,wet,3,2010,S16
744,3,10.03440029,295.0316129,255.9393505,0.543367619,25.99331935,1199.999032,184,wet,3,2010,S16
745,4,5.540548746,197.1452,174.3680838,0.532882875,25.98534333,1199.995333,184,wet,3,2010,S16
746,5,0.344888466,99.54053667,95.8883072,0.524889665,25.99694667,1200.019667,184,wet,3,2010,S16
747,6,-2.22399184,50.71410333,56.73343118,0.520141381,25.97557667,1199.991,184,wet,3,2010,S16
748,7,13.36591511,393.4441935,338.9335279,0.512792785,25.99197742,1200.028065,184,wet,3,2010,S16
749,8,13.7544938,393.3374516,336.2794456,0.497692296,26.02284516,1199.985806,184,wet,3,2010,S16
750,9,16.3837053,591.7078,520.4250536,0.495290538,25.959,1200.064,184,wet,3,2010,S16
751,10,17.6410412,790.6335667,708.578763,0.484715571,25.99367,1199.978333,184,wet,3,2010,S16
752,11,18.01818149,989.994871,899.7258817,0.469800388,26.00227419,1199.980968,184,wet,3,2010,S16
753,12,17.86086617,1189.620333,1092.483324,0.452811528,25.98559,1200.028333,184,wet,3,2010,S16
754,13,16.89991532,1489.299355,1386.279157,0.439505746,25.99674194,1200.01129,184,wet,3,2010,S16
755,1,12.89362321,393.8213667,327.7742577,0.390569787,26.07443,1199.982333,185,dry,3,2010,S16
756,2,15.76230623,392.6779,313.6362,0.386076391,26.07529,1200,185,dry,3,2010,S16
