"","...1","X","obs","A","Ca","Ci","gsw","Tleaf","Q","ID","Treatment","Rep","Year","Site","PrePeak","Region"
"204",204,1236,1,13.77599678,393.6648065,320.1287013,0.361281016,26.01507097,1200.003548,"345","dry",3,2011,"S36","Pre","North"
"205",205,1249,1,16.09694949,392.0866667,343.173494,0.710699982,26.12409,1200.007333,"345","wet",3,2011,"S36","Pre","North"
"206",206,1262,1,17.16340057,391.1250667,348.5107614,0.939265456,26.04775,1199.988667,"346","wet",3,2011,"S36","Pre","North"
"207",207,1275,1,17.62418113,391.1007097,344.1959903,0.848564622,26.13656452,1199.998065,"346","wet",3,2011,"S36","Pre","North"
"208",208,1288,1,15.28835891,392.2049,343.9793509,0.704077843,26.17895,1199.995333,"348","dry",3,2011,"S36","Pre","North"
"209",209,1301,1,13.74002804,392.697871,351.6956795,0.789069253,26.49904516,1200.033548,"348","wet",3,2011,"S36","Pre","North"
"210",210,1314,1,17.11585657,391.7845161,336.0480987,0.642436166,26.0075871,1200.004194,"349","dry",3,2011,"S36","Pre","North"
"211",211,1327,1,20.81959617,390.1954516,330.1187472,0.717436835,26.15946774,1199.988065,"349","wet",3,2011,"S36","Pre","North"
"212",212,1548,1,15.49594369,392.2236774,342.0997966,0.674023227,26.07373226,1200.002581,"38a","dry",3,2010,"S07","Pre","South"
"213",213,1561,1,16.0878048,392.054,335.8976238,0.608553883,26.08737097,1200.02129,"38a","wet",3,2010,"S07","Pre","South"
"214",214,1574,1,18.04940178,391.2388387,335.3929465,0.686104505,26.04303226,1199.986452,"38b","wet",3,2010,"S07","Pre","South"
"215",215,1587,1,13.82490391,393.274871,344.2361552,0.601497742,26.41487097,1199.988065,"39a","dry",3,2010,"S07","Pre","South"
"216",216,1600,1,17.19863698,391.5766333,336.1450108,0.660564713,26.14109667,1200.014333,"39a","wet",3,2010,"S07","Pre","South"
"217",217,1613,1,10.43640309,393.9046129,362.5045828,0.862335841,26.07423548,1199.989355,"39b","dry",3,2010,"S07","Pre","South"
"218",218,1626,1,13.70265766,393.0251935,345.8867452,0.638108719,25.92223548,1200.002258,"39b","wet",3,2010,"S07","Pre","South"
"219",219,1639,1,15.12543362,391.9117,353.3950024,0.951928584,26.17319333,1199.982667,"4","dry",3,2010,"S02","Pre","South"
"220",220,1652,1,16.87458303,391.7527097,336.9854082,0.654535382,25.97760968,1200.00871,"4","wet",3,2010,"S02","Pre","South"
"221",221,1665,1,11.59746687,394.8158065,284.2521939,0.189345692,25.9741129,1200.025484,"40","dry",3,2010,"S07","Pre","South"
"222",222,1678,1,14.48452163,392.9956667,335.4020405,0.518470884,25.95648,1199.997333,"40","wet",3,2010,"S07","Pre","South"
"223",223,1691,1,17.85636116,391.5836452,330.9631673,0.601767793,26.07309355,1199.997419,"41","dry",3,2010,"S07","Pre","South"
"224",224,1704,1,18.56484296,391.6814839,301.4542089,0.38664036,26.02577097,1200.000968,"41","wet",3,2010,"S07","Pre","South"
"225",225,1873,1,15.10825825,392.6953226,333.8301713,0.529478053,25.98782581,1199.992903,"6","dry",3,2010,"S02","Pre","South"
"226",226,1886,1,12.27731545,394.0272581,331.2322113,0.396932964,26.15330323,1200.009677,"6","wet",3,2010,"S02","Pre","South"
"227",227,1899,1,9.907475015,395.5566,305.4184788,0.202048542,25.99956333,1200.013333,"7","dry",3,2010,"S02","Pre","South"
"228",228,1912,1,15.44189859,392.5139355,338.8558984,0.603306177,26.24822903,1199.992258,"7","wet",3,2010,"S02","Pre","South"
"229",229,1925,1,23.11541982,388.3621,343.3035308,1.210719769,26.08657333,1200.000667,"8","dry",3,2010,"S02","Pre","South"
"230",230,1938,1,10.72486479,394.8375484,331.4755085,0.33927288,25.80091935,1200.010968,"8","wet",3,2010,"S02","Pre","South"
"231",231,588,1,16.43320373,392.0251935,335.0251294,0.565028382,25.93194839,1199.989677,"28","wet",1,2014,"S02","Peak","South"
"232",232,261,1,7.323890846,396.5980645,949.0033397,-0.020591741,26.02605161,1200.000323,"28","dry",1,2014,"S02","Peak","South"
"233",233,1199,1,18.15255154,392.1467742,251.3755819,0.22700106,26.25629677,1200.003871,"29","wet",1,2014,"S02","Peak","South"
"234",234,380,1,12.8586016,394.4158387,273.6379852,0.18532488,26.04076129,1200.011935,"29","dry",1,2014,"S02","Peak","South"
"235",235,1498,1,12.56950633,394.8163871,89.29466811,0.067606771,25.97923226,1200.004839,"31","wet",1,2014,"S02","Peak","South"
"236",236,835,1,21.26685856,390.9726452,253.8014587,0.270717526,26.15465484,1200.010968,"31","dry",1,2014,"S02","Peak","South"
"237",237,1537,1,18.32814155,391.8869032,282.3440006,0.304621706,26.57010645,1200.005806,"34","wet",1,2014,"S02","Peak","South"
"238",238,627,1,5.007502371,397.5905161,311.578266,0.104608674,26.07096452,1200.001935,"34","dry",1,2014,"S02","Peak","South"
"239",239,1043,1,6.868987586,396.4221935,356.0371836,0.366891805,26.15100968,1199.969355,"35","wet",1,2014,"S02","Peak","South"
"240",240,770,1,12.00907528,394.9380323,211.324047,0.110208615,26.0302871,1200.015484,"35","dry",1,2014,"S02","Peak","South"
"241",241,1511,1,15.72121343,392.9762258,312.5105267,0.361702431,26.0844129,1200.003226,"36","wet",1,2014,"S02","Peak","South"
"242",242,809,1,14.31735708,394.0438065,164.519079,0.103971277,26.00029355,1200.006129,"36","dry",1,2014,"S02","Peak","South"
"243",243,1329,1,8.533606953,395.9724194,341.0880286,0.301508449,26.15555484,1199.98,"37","wet",1,2014,"S02","Peak","South"
"244",244,705,1,16.36340399,392.9561613,274.4593564,0.242677755,26.03456774,1199.997097,"37","dry",1,2014,"S02","Peak","South"
"245",245,1381,1,21.09392947,390.5974516,316.8165411,0.541700602,26.1242,1200.002258,"49","wet",1,2014,"S07","Peak","South"
"246",246,1979,1,13.09699823,394.3963226,263.5587867,0.173418778,26.04345484,1199.989677,"49","dry",1,2014,"S07","Peak","South"
"247",247,1017,1,9.63461406,395.6991935,316.7097357,0.222329436,26.11729032,1200.015161,"51","wet",1,2014,"S07","Peak","South"
"248",248,1888,1,10.20160773,395.4360645,308.162695,0.21212785,26.0330871,1200.029677,"51","dry",1,2014,"S07","Peak","South"
"249",249,1225,1,11.56741615,394.6790323,328.8461259,0.335832942,26.09515484,1199.992903,"52","wet",1,2014,"S07","Peak","South"
"250",250,510,1,11.40376285,395.0230645,260.809561,0.147026363,25.94393871,1200.008387,"52","dry",1,2014,"S07","Peak","South"
"251",251,900,1,11.06649416,395.1353871,297.6589178,0.202088067,26.09358065,1200.005806,"54","wet",1,2014,"S07","Peak","South"
"252",252,614,1,13.73416089,394.3285161,107.7156324,0.079039901,26.06875161,1199.99871,"54","dry",1,2014,"S07","Peak","South"
"253",253,484,1,12.78564069,394.5918065,245.0977172,0.146065865,26.11300968,1200.013548,"55","dry",1,2014,"S07","Peak","South"
"254",254,1004,1,14.87373039,393.1435806,334.5134931,0.495409691,26.0948,1199.967097,"57","wet",1,2014,"S07","Peak","South"
"255",255,222,1,17.30110983,392.8804194,48.39568842,0.082440384,26.13079677,1200.011613,"57","dry",1,2014,"S07","Peak","South"
"256",256,1719,1,24.24909654,389.296129,307.2232239,0.553967056,26.13746452,1199.986452,"144","wet",1,2016,"S11","Peak","South"
"257",257,1901,1,11.85228763,395.0200968,198.742585,0.101345541,26.04440645,1200.002258,"144","dry",1,2016,"S11","Peak","South"
"258",258,1186,1,13.12304521,393.8493226,330.7582208,0.404222038,26.31501935,1199.995484,"164","wet",1,2015,"S15","Peak","North"
"259",259,144,1,5.333802549,393.1164839,274.563977,0.078272496,27.04175161,1999.974839,"164","dry",1,2015,"S15","Peak","North"
"260",260,1316,1,3.371443681,398.2153548,360.5377607,0.191825826,26.29167419,1199.993226,"166","wet",1,2015,"S15","Peak","North"
"261",261,287,1,17.47124484,392.703,158.2314573,0.124465766,25.98553871,1199.995484,"166","dry",1,2015,"S15","Peak","North"
"262",262,1108,1,25.36262067,388.7764516,310.5167754,0.616137473,26.06690645,1199.999032,"167","wet",1,2015,"S15","Peak","North"
"263",263,861,1,23.56407844,389.7805161,290.9412122,0.433529625,26.09054839,1199.999355,"167","dry",1,2015,"S15","Peak","North"
"264",264,1758,1,13.69630562,393.7729677,321.5552176,0.354793238,26.10297097,1200.000645,"169","wet",1,2015,"S15","Peak","North"
"265",265,471,1,7.275168471,396.9964516,-132.4799801,0.022181567,26.0322129,1199.996774,"169","dry",1,2015,"S15","Peak","North"
"266",266,1147,1,20.94845585,390.7320645,308.0552749,0.472042354,26.44551935,1200.000968,"170","wet",1,2015,"S15","Peak","North"
"267",267,248,1,6.183126983,392.2236452,207.0183393,0.056884641,26.20364194,1199.98129,"170","dry",1,2015,"S15","Peak","North"
"268",268,952,1,17.97585415,391.9974516,309.1151952,0.402170933,26.10114194,1199.999677,"172","wet",1,2015,"S15","Peak","North"
"269",269,315,1,6.533811127,397.2588065,178.6154237,0.049637802,26.03333548,1200.007742,"172","dry",1,2015,"S15","Peak","North"
"270",270,1563,1,20.74794391,390.907,301.1079328,0.42477606,26.10326774,1200.009032,"211","wet",1,2016,"S16","Peak","North"
"271",271,170,1,15.75195874,393.4590645,18.30771014,0.06868536,26.02693226,1199.977419,"211","dry",1,2016,"S16","Peak","North"
"272",272,1771,1,4.169460575,397.2607097,364.2511265,0.284649368,26.03872903,1199.998065,"212","wet",1,2016,"S16","Peak","North"
"273",273,2018,1,10.17450514,395.5907419,273.0195642,0.144359945,26.03779032,1199.997097,"212","dry",1,2016,"S16","Peak","North"
"274",274,1,1,9.558311219,395.1937097,351.470739,0.46228741,26.1306871,1199.987097,"213","wet",1,2016,"S16","Peak","North"
"275",275,183,1,1.247772114,399.3979355,332.2645872,0.034392481,26.02884839,1199.99871,"213","dry",1,2016,"S16","Peak","North"
"276",276,1069,1,8.705526758,395.5451613,350.4277544,0.402250972,25.91053226,1199.973226,"216","wet",1,2016,"S16","Peak","North"
"277",277,2031,1,10.37962317,394.1399355,1411.861264,-0.015960827,26.1055871,1199.984839,"216","dry",1,2016,"S16","Peak","North"
"278",278,1693,1,17.39512799,392.0024839,331.7158053,0.564475691,26.06268387,1199.997742,"217","wet",1,2016,"S16","Peak","North"
"279",279,2005,1,8.072358134,396.2917097,325.775239,0.213617932,25.98460323,1200.006129,"217","dry",1,2016,"S16","Peak","North"
"280",280,991,1,9.873339683,395.3341935,335.6343791,0.320520131,26.08706452,1199.992258,"218","wet",1,2016,"S16","Peak","North"
"281",281,601,1,6.074652708,397.1725806,333.0318584,0.179036148,25.99757097,1200.008387,"218","dry",1,2016,"S16","Peak","North"
"282",282,1628,1,19.80897866,391.2746452,304.2273859,0.420174446,26.33242903,1199.995806,"219","wet",1,2016,"S16","Peak","North"
"283",283,575,1,4.790728988,397.8229355,318.6464482,0.109797738,25.99032258,1200.000645,"219","dry",1,2016,"S16","Peak","North"
"284",284,1589,1,23.32970627,389.7287742,300.8731018,0.48667374,26.93909032,1199.987742,"368","wet",1,2015,"S36","Peak","North"
"285",285,1940,1,19.88988155,391.5629355,235.204327,0.218891842,26.08686452,1199.990323,"368","dry",1,2015,"S36","Peak","North"
"286",286,1641,1,20.66045695,390.0702258,312.9191914,0.504365137,26.09540323,1199.986129,"371","wet",1,2015,"S36","Peak","North"
"287",287,131,1,14.3585207,393.9197097,235.4235965,0.154818015,26.00141613,1200.00129,"371","dry",1,2015,"S36","Peak","North"
"288",288,1459,1,17.12459449,392.0915806,333.310691,0.572760878,26.13807742,1200.008065,"372","wet",1,2015,"S36","Peak","North"
"289",289,536,1,21.0202195,391.0390323,255.1790497,0.270028465,26.04010645,1199.991935,"372","dry",1,2015,"S36","Peak","North"
"290",290,1082,1,12.9515359,393.7493548,343.2033453,0.525384728,26.13679677,1200.007097,"373","wet",1,2015,"S36","Peak","North"
"291",291,341,1,19.40147956,391.7082903,262.1523963,0.261999989,26.15733871,1199.993226,"373","dry",1,2015,"S36","Peak","North"
"292",292,367,1,17.52207752,392.5856774,233.5835729,0.188855054,26.06789032,1200.026452,"374","dry",1,2015,"S36","Peak","North"
"293",293,157,1,17.83582905,391.9404516,320.414846,0.47300652,26.39130645,1200.023226,"375","wet",1,2015,"S36","Peak","North"
"294",294,783,1,9.729267095,395.6819355,296.7480806,0.175024843,25.98843548,1199.994516,"375","dry",1,2015,"S36","Peak","North"
"295",295,1407,1,11.82621854,394.498871,329.5172674,0.350710871,26.15050323,1200.030968,"376","wet",1,2015,"S36","Peak","North"
"296",296,53,1,12.73932123,394.6875161,168.5582593,0.093888579,26.04863871,1200.01129,"376","dry",1,2015,"S36","Peak","North"
"297",297,1745,1,11.44574023,394.7483548,309.6064619,0.252097416,26.1887129,1200.022903,"145A","wet",1,2016,"S11","Peak","South"
"298",298,328,1,21.22088833,389.1545806,222.1146005,0.217621791,26.06904516,1200.009032,"145A","dry",1,2016,"S11","Peak","South"
"299",299,1706,1,14.10244806,393.5286129,321.3738994,0.371474067,26.39049032,1199.971613,"145B","wet",1,2016,"S11","Peak","South"
"300",300,354,1,9.447764243,395.679129,310.1148749,0.201006503,26.05763226,1200.013871,"145B","dry",1,2016,"S11","Peak","South"
"301",301,965,1,15.96313204,392.5962258,312.5399708,0.368441013,26.01747742,1199.990645,"146A","wet",1,2016,"S11","Peak","South"
"302",302,432,1,7.809126932,396.4169677,-567.5867559,0.012957879,26.00645161,1200.004516,"146A","dry",1,2016,"S11","Peak","South"
"303",303,1914,1,25.64472619,388.8891613,289.2756746,0.470307798,26.13748065,1199.974516,"146B","wet",1,2016,"S11","Peak","South"
"304",304,718,1,9.466445538,395.8508065,292.1773682,0.161927189,26.24858065,1199.997742,"146B","dry",1,2016,"S11","Peak","South"
"305",305,1355,1,15.73165059,393.2579677,258.8087475,0.203085112,25.94909032,1199.984839,"147A","wet",1,2016,"S11","Peak","South"
"306",306,79,1,19.00211198,392.1111613,191.6032756,0.160048983,26.01465161,1199.99871,"147A","dry",1,2016,"S11","Peak","South"
"307",307,1654,1,17.84191783,392.3097097,273.1733183,0.264185557,26.06435484,1199.992258,"147B","wet",1,2016,"S11","Peak","South"
"308",308,822,1,5.656407333,397.3364839,249.6823836,0.065175478,25.97821935,1199.979355,"147B","dry",1,2016,"S11","Peak","South"
"309",309,196,1,14.10872713,393.6365,301.8201389,0.285101373,26.02225,1200.0575,"144","dry",2,2016,"S11","Peak","South"
"310",310,209,1,13.63452142,393.009875,350.2672556,0.711173714,25.9129875,1200.03375,"144","wet",2,2016,"S11","Peak","South"
"311",311,222,1,8.139330896,395.7885,336.8402657,0.274686883,26.0135,1200.0025,"145a","dry",2,2016,"S11","Peak","South"
"312",312,235,1,14.68077097,392.3825161,345.5347798,0.710315114,26.2728129,1200.00129,"145a","wet",2,2016,"S11","Peak","South"
"313",313,248,1,15.21627277,392.98675,322.023506,0.418421156,26.0540875,1199.97875,"145b","dry",2,2016,"S11","Peak","South"
"314",314,261,1,14.07148925,392.8477778,351.066736,0.752413462,26.14182222,1200.04,"145b","wet",2,2016,"S11","Peak","South"
"315",315,274,1,14.24392326,393.311,322.8284855,0.398146317,26.01679333,1199.995333,"146a","dry",2,2016,"S11","Peak","South"
"316",316,287,1,14.24910015,393.0860968,336.3379842,0.52041656,25.63744839,1200.008387,"146a","wet",2,2016,"S11","Peak","South"
"317",317,300,1,12.50906594,394.0273548,325.2146671,0.358390938,26.20463226,1200.011935,"146b","dry",2,2016,"S11","Peak","South"
"318",318,313,1,15.7771534,392.308375,344.0630052,0.699559361,26.1872125,1199.95375,"146b","wet",2,2016,"S11","Peak","South"
"319",319,326,1,16.10957442,392.495,326.033303,0.479693425,26.20622222,1199.971111,"147a","dry",2,2016,"S11","Peak","South"
"320",320,339,1,16.38816911,392.0585556,340.5477773,0.669684079,26.2802,1200,"147a","wet",2,2016,"S11","Peak","South"
"321",321,352,1,18.02791684,391.5114516,321.0736665,0.510938655,26.10415806,1200.01129,"147b","dry",2,2016,"S11","Peak","South"
"322",322,365,1,17.48372427,391.196871,342.1663761,0.795582952,26.14693871,1199.996129,"147b","wet",2,2016,"S11","Peak","South"
"323",323,534,1,16.7316351,392.1945333,319.3132564,0.452326836,26.00448667,1199.980333,"164","dry",2,2015,"S15","Peak","North"
"324",324,547,1,13.63686736,393.05325,354.5208688,0.809993724,26.101525,1199.975,"164","wet",2,2015,"S15","Peak","North"
"325",325,560,1,10.62342336,395.1386452,303.8243892,0.215867212,25.97434839,1200.000968,"166","dry",2,2015,"S15","Peak","North"
"326",326,573,1,13.2320342,393.35775,347.4406093,0.626947657,26.16985,1199.98,"166","wet",2,2015,"S15","Peak","North"
"327",327,586,1,4.772330993,397.2638889,364.5061521,0.348430573,26.14892222,1200.043333,"167","dry",2,2015,"S15","Peak","North"
"328",328,599,1,15.10442848,392.262625,351.4004454,0.840102813,26.2536125,1200.0025,"167","wet",2,2015,"S15","Peak","North"
"329",329,612,1,7.87816866,395.7827778,356.9337396,0.459608093,26.14812222,1200.011111,"169","dry",2,2015,"S15","Peak","North"
"330",330,625,1,14.78427706,392.5406667,350.8201435,0.797245301,26.12964444,1200.026667,"169","wet",2,2015,"S15","Peak","North"
"331",331,638,1,12.28754414,393.7498065,346.075324,0.566397072,26.29942581,1200.003871,"170","dry",2,2015,"S15","Peak","North"
"332",332,651,1,21.82991458,390.4379677,253.2873429,0.286761984,26.04091935,1200.00871,"170","wet",2,2015,"S15","Peak","North"
"333",333,664,1,18.10436683,391.372625,333.964194,0.652156855,26.0897375,1200.0125,"172","dry",2,2015,"S15","Peak","North"
"334",334,677,1,18.03296255,390.9336667,348.5297442,0.976458782,26.13948889,1199.988889,"172","wet",2,2015,"S15","Peak","North"
"335",335,872,1,10.89092459,394.3794444,352.4725202,0.57409408,25.98023333,1199.996667,"211","dry",2,2016,"S16","Peak","North"
"336",336,885,1,14.72157772,392.9044444,336.5315116,0.537756944,25.97884444,1199.996667,"211","wet",2,2016,"S16","Peak","North"
"337",337,898,1,15.49308601,392.390875,336.6237929,0.57718983,26.1259125,1199.98,"212","wet",2,2016,"S16","Peak","North"
"338",338,911,1,8.97797757,395.4395333,343.9918633,0.367416529,25.95961,1200.007667,"213","dry",2,2016,"S16","Peak","North"
"339",339,924,1,17.56454281,391.0462333,345.0083322,0.870354369,26.1408,1200.032333,"213","wet",2,2016,"S16","Peak","North"
"340",340,937,1,9.469964717,394.9165556,360.4809326,0.649013247,26.13267778,1199.994444,"217","dry",2,2016,"S16","Peak","North"
"341",341,950,1,10.97776992,394.33,355.0981657,0.633854031,26.0939,1200.0475,"217","wet",2,2016,"S16","Peak","North"
"342",342,963,1,10.45368336,394.6062,348.1788334,0.493938265,26.07094667,1199.993333,"218","dry",2,2016,"S16","Peak","North"
"343",343,976,1,14.88760913,391.7857097,355.5548314,1.037834812,26.38690323,1199.999032,"218","wet",2,2016,"S16","Peak","North"
"344",344,989,1,9.643060648,394.6353226,356.724177,0.603631099,26.21961613,1200.015161,"219","dry",2,2016,"S16","Peak","North"
"345",345,1002,1,13.16527934,392.7065,356.875655,0.914320353,26.31106667,1200.000667,"219","wet",2,2016,"S16","Peak","North"
"346",346,1015,1,11.79828033,394.358625,337.1715545,0.418515104,26.0482125,1199.96625,"28","dry",2,2014,"S02","Peak","South"
"347",347,1028,1,10.62176406,394.6356667,349.9973955,0.51428105,26.0349,1199.997778,"28","wet",2,2014,"S02","Peak","South"
"348",348,1041,1,9.072972462,395.1092258,353.8669888,0.50445017,26.20642581,1200.010968,"29","dry",2,2014,"S02","Peak","South"
"349",349,1054,1,12.52047769,392.5043333,357.0120291,0.86778951,26.08263,1199.984333,"29","wet",2,2014,"S02","Peak","South"
"350",350,1093,1,14.30281984,392.1720667,355.9419447,0.979149439,26.11310667,1200.002667,"30","wet",2,2014,"S02","Peak","South"
"351",351,1106,1,11.58599522,394.5063333,327.2285758,0.338556814,26.14646667,1200.008889,"32","dry",2,2014,"S02","Peak","South"
"352",352,1119,1,10.56052739,394.1663226,355.554646,0.65421275,26.20851613,1200.035806,"32","wet",2,2014,"S02","Peak","South"
"353",353,1314,1,11.91989664,394.010875,347.2616184,0.549393524,26.0714875,1200.065,"35","dry",2,2014,"S02","Peak","South"
"354",354,1327,1,12.43362053,393.7405333,342.1425877,0.517540916,26.06775667,1200.001667,"35","wet",2,2014,"S02","Peak","South"
"355",355,1340,1,18.44129088,390.9343226,339.4416739,0.77654629,25.74307419,1199.989032,"36","dry",2,2014,"S02","Peak","South"
"356",356,1353,1,18.49565562,391.7114333,281.6277047,0.311033285,26.01844333,1199.997667,"36","wet",2,2014,"S02","Peak","South"
"357",357,1366,1,18.49565562,391.7114333,281.6277047,0.311033285,26.01844333,1199.997667,"36","wet",2,2014,"S02","Peak","South"
"358",358,1379,1,16.08584534,392.0401667,339.6448393,0.658471346,26.02541667,1199.993,"368","dry",2,2015,"S36","Peak","North"
"359",359,1392,1,17.7808524,391.8443871,280.8714585,0.298331636,25.6568,1199.994516,"368","wet",2,2015,"S36","Peak","North"
"360",360,1405,1,10.08825041,395.24775,326.2778503,0.283713243,26.02265,1199.985,"37","dry",2,2014,"S02","Peak","South"
"361",361,1418,1,12.43441076,393.4895,354.6811423,0.734993268,25.976425,1199.97625,"37","wet",2,2014,"S02","Peak","South"
"362",362,1431,1,11.93950226,394.0055161,342.6507139,0.494290613,26.07735806,1199.996129,"371","dry",2,2015,"S36","Peak","North"
"363",363,1444,1,14.61456408,392.0759667,355.0987415,0.971117785,26.16518667,1199.995667,"371","wet",2,2015,"S36","Peak","North"
"364",364,1457,1,3.832610147,398.067,349.8255696,0.164708261,26.06904444,1199.993333,"372","dry",2,2015,"S36","Peak","North"
"365",365,1470,1,15.67440396,392.1923226,340.9228937,0.662833137,26.06312258,1200.01871,"372","wet",2,2015,"S36","Peak","North"
"366",366,1483,1,11.60619194,394.6354444,327.5165359,0.337287969,25.91517778,1199.974444,"373","dry",2,2015,"S36","Peak","North"
"367",367,1496,1,16.30225525,391.9555,345.6571917,0.769973426,25.7925625,1199.945,"373","wet",2,2015,"S36","Peak","North"
"368",368,1509,1,11.34878004,394.1725556,351.6800003,0.589870826,26.09065556,1199.95,"374","dry",2,2015,"S36","Peak","North"
"369",369,1522,1,12.6548067,393.242125,360.1173134,0.924415182,26.3346375,1199.98125,"374","wet",2,2015,"S36","Peak","North"
"370",370,1535,1,15.45510276,392.6751935,328.4595088,0.485485626,25.96893871,1200.005484,"375","dry",2,2015,"S36","Peak","North"
"371",371,1548,1,16.01765412,391.5417333,346.7270416,0.835577138,26.29337333,1199.996333,"375","wet",2,2015,"S36","Peak","North"
"372",372,1561,1,19.10780072,391.2471,298.4320703,0.388584628,25.99230667,1199.985,"376","dry",2,2015,"S36","Peak","North"
"373",373,1574,1,16.72109497,391.1864839,350.9872578,0.998702762,26.06499677,1199.975806,"376","wet",2,2015,"S36","Peak","North"
"374",374,1743,1,16.36817033,389.7701,339.3877763,0.712741519,26.25269333,1199.997667,"49","wet",2,2014,"S07","Peak","South"
"375",375,1756,1,13.54505659,393.3462667,304.0324205,0.283905549,26.15686,1200.032333,"49","wet",2,2014,"S07","Peak","South"
"376",376,1782,1,15.90468346,392.1818065,338.2994216,0.629208982,26.04906452,1200.007742,"51","dry",2,2014,"S07","Peak","South"
"377",377,1795,1,11.24712877,394.2963548,346.1927411,0.506516551,26.02504839,1200,"51","wet",2,2014,"S07","Peak","South"
"378",378,1808,1,18.21920707,391.22,338.452898,0.729899159,26.1734,1200.022222,"52","dry",2,2014,"S07","Peak","South"
"379",379,1821,1,14.82260352,392.43725,354.5148292,0.903205513,26.1489625,1200.03625,"52","wet",2,2014,"S07","Peak","South"
"380",380,1834,1,14.09626788,393.25,332.3432905,0.467943033,26.1926875,1200.01375,"54","dry",2,2014,"S07","Peak","South"
"381",381,1847,1,9.709440889,394.8136667,357.1251135,0.590824956,25.94916667,1200.024444,"54","wet",2,2014,"S07","Peak","South"
"382",382,1860,1,13.39894006,393.5599333,328.3156508,0.411601908,25.99866333,1199.974333,"55","dry",2,2014,"S07","Peak","South"
"383",383,1873,1,8.371950208,395.711,349.6307652,0.387305275,25.9153625,1199.99,"55","wet",2,2014,"S07","Peak","South"
"384",384,1886,1,15.51434259,392.487871,331.8115435,0.529878334,26.23217419,1199.992258,"57","dry",2,2014,"S07","Peak","South"
"385",385,1899,1,12.50100226,393.254375,359.3902381,0.887464353,26.0490125,1199.99,"57","wet",2,2014,"S07","Peak","South"
"386",386,209,1,8.289451647,396.2495806,293.6443287,0.145854295,25.94516129,1199.986129,"144","dry",3,2016,"S11","Peak","South"
"387",387,222,1,20.70405373,390.0748333,330.5742863,0.735016036,26.09012,1199.990333,"144","wet",3,2016,"S11","Peak","South"
"388",388,235,1,17.28239708,391.7246774,327.0052785,0.546487522,26.12419355,1199.995806,"145a","dry",3,2016,"S11","Peak","South"
"389",389,248,1,19.84130312,390.3855,329.3874915,0.684022457,26.20796667,1200.018333,"145a","wet",3,2016,"S11","Peak","South"
"390",390,261,1,17.9097267,391.5505161,332.7208302,0.627948915,26.34572581,1200.020323,"145b","dry",3,2016,"S11","Peak","South"
"391",391,274,1,16.90405441,392.0106667,331.2485539,0.565622456,26.15621,1200.003,"145b","wet",3,2016,"S11","Peak","South"
"392",392,287,1,12.15861207,394.4604333,309.7902487,0.268521621,25.93634667,1200.014,"146a","dry",3,2016,"S11","Peak","South"
"393",393,300,1,17.75734799,391.8401667,319.7430656,0.480630889,26.20270333,1200,"146a","wet",3,2016,"S11","Peak","South"
"394",394,313,1,14.75030762,392.2952333,349.93158,0.80322049,26.04538,1199.989667,"146b","dry",3,2016,"S11","Peak","South"
"395",395,326,1,19.78564343,390.4380323,332.5197871,0.725141444,26.1020871,1200.018065,"146b","wet",3,2016,"S11","Peak","South"
"396",396,339,1,20.22683306,390.5884839,324.3238504,0.61396009,25.96029355,1200.006774,"147a","dry",3,2016,"S11","Peak","South"
"397",397,352,1,14.52628177,393.0778333,326.726421,0.439235799,26.12552667,1200.001667,"147a","wet",3,2016,"S11","Peak","South"
"398",398,365,1,15.27244921,393.1307097,303.6497785,0.319386752,26.11179355,1200.023871,"147b","dry",3,2016,"S11","Peak","South"
"399",399,378,1,22.42552871,389.2567742,329.1714711,0.79167786,26.13947742,1200.018387,"147b","wet",3,2016,"S11","Peak","South"
"400",400,547,1,18.81026911,390.6987667,338.5380369,0.790103253,26.08936,1200.02,"164","dry",3,2015,"S15","Peak","North"
"401",401,560,1,14.1030059,393.0823333,343.0594189,0.598893521,25.96749333,1200.003333,"164","wet",3,2015,"S15","Peak","North"
"402",402,573,1,17.05018747,391.3256667,345.9504806,0.853751872,26.01705333,1200.017,"166","dry",3,2015,"S15","Peak","North"
"403",403,586,1,15.9733597,392.2590645,333.6854049,0.566795706,26.05891935,1200.005806,"166","wet",3,2015,"S15","Peak","North"
"404",404,599,1,18.98482169,390.5146333,343.1219283,0.901595541,26.04354,1199.998667,"167","dry",3,2015,"S15","Peak","North"
"405",405,612,1,12.2432832,393.4923333,357.0281593,0.794455686,25.94831667,1199.991333,"167","wet",3,2015,"S15","Peak","North"
"406",406,625,1,17.48659736,391.1793548,344.5551515,0.845685478,26.05130645,1200.010968,"169","dry",3,2015,"S15","Peak","North"
"407",407,638,1,17.1630841,391.6376774,342.7964385,0.758867891,26.13412903,1199.986452,"169","wet",3,2015,"S15","Peak","North"
"408",408,651,1,18.52869903,390.9645,337.3745458,0.743815318,26.04945,1200.028,"170","dry",3,2015,"S15","Peak","North"
"409",409,664,1,20.32744261,389.9526333,340.6648987,0.921387675,26.06130333,1199.994333,"170","wet",3,2015,"S15","Peak","North"
"410",410,677,1,11.91382205,393.4741613,357.4509656,0.805854354,25.92605806,1200.010323,"172","dry",3,2015,"S15","Peak","North"
